Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
Bipolar,a Senior Associate Attorney,San Diego State University,Law,6 months,Any other bipolar attorneys here? How do you manage your mental health and this profession?,13,6,1,9/20/24 10:38,https://www.fishbowlapp.com/post/any-other-bipolar-attorneys-here-how-do-you-manage-your-mental-health-and-this-profession,14
Bipolar,a Senior Associate,San Diego State University,Consulting,a year,I am bipolar. Should I start saying yes in job applications when they ask for disabilities? I have been saying no so far but I’ve heard having a disability makes it easier to get a job. Not sure though.,1,8,,9/20/24 10:39,https://www.fishbowlapp.com/post/i-am-bipolar-should-i-start-saying-yes-in-job-applications-when-they-ask-for-disabilities-i-have-been-saying-no-so-far-but-ive,15
Bipolar,an Office Manager,San Diego State University,Healthcare,a year,"I have a toxic, negative, bipolar, coworker. I can almost ALWAYS let it roll off my shoulders. But she listens to me & mumbles about me right next to me. Threatens to walk out all day. It's literally taking a toll on my spirit! My ""a girls, girl"". I root for women usually. I'm not used to this behavior that is tolerated, enable & ignored. I sit there looking around for ""Alan Funt""!!
Three Asshole Rule- if u come across more than 3 aholes in a short time, chances are u r the a hole????",5,11,,9/20/24 10:39,https://www.fishbowlapp.com/post/i-have-a-toxic-negative-bipolar-coworker-i-can-almost-always-let-it-roll-off-my-shoulders-but-she-listens-to-me-mumbles-about-me,16
Bipolar,a Consultant,San Diego State University,Christian consultants,a year,"There are some pastors who are against mental health medicines (ADD, Bipolar, Depression, etc) . They preach deliverance, fasting, and prayer instead of medication. What’s your opinion on Christians taking mental health medications?",1,9,1,9/20/24 10:40,https://www.fishbowlapp.com/post/addmental-health-medicine,17
Bipolar,,San Diego State University,Special Education Teachers,a year,"Sped teachers- I’d like your opinion…

I’ve noticed that some of our sped teachers aren’t adding academic goals to the IEP, esp is the student is let’s say EI- Emotionally Impaired. We recently certified a kid EI. The boy had high absenteeism, but his absences were directly related to his anxiety and depression. He worries about his mother who is Bipolar and drug addicted. He’s also scared something bad is going to happen to her. The kid didn’t want to be in school, he wanted to be able",1,8,,9/20/24 10:40,https://www.fishbowlapp.com/post/sped-teachers-id-like-your-opinion-ive-noticed-that-some-of-our-sped-teachers-arent-adding-academic-goals-to-the-iep-esp,18
Bipolar,a Manager 1,San Diego State University,Consulting,3 months,"So here’s the deal and I’m cool with troll/funny responses.

I’ve managed Bipolar Disorder (if you don’t know it’s like everything not good all at once - anxiety, depression, endless energy, too tired) ADD & C-PTSD for most of my life. Hold off on calling the helpline or suggesting that or w/e - the thought of doing anything stupid like harming myself just isn’t how my brain works.

I’m a SM and have been dealing with a lot of project stress lately (really like a year straight) - cont. 👇",4,12,,9/20/24 10:41,https://www.fishbowlapp.com/post/so-heres-the-deal-and-im-cool-with-trollfunny-responses-ive-managed-bipolar-disorder-if-you-dont-know-its-like-everything-not-good,19
Bipolar,a Senior Manager,San Diego State University,Consulting,10 months,"Incredibly intelligent but no organisational capability and while am very articulate, very awkward to engage with. Lead strategy projects and while the team works, I behind the scenes write the strategy in a day. Getting tested for ADHD and possibly ASD. Female 39. Also have GAD,MDD and cTPSD and bipolar - but the bipolar is being recoloured as misdiagnosed ADHD. Would love to hear stories of late diagnoses and what your life is like working in consulting",3,4,1,9/20/24 10:41,https://www.fishbowlapp.com/post/incredibly-intelligent-but-no-organisational-capability-and-while-am-very-articulate-very-awkward-to-engage-with-lead,20
Bipolar,a Sales,San Diego State University,Confession,4 months,"I’ve worked with two therapists and a psychiatrist. The therapists I worked with for 3 months and 4 months. The psych I saw for an hour. They diagnosed me with PTSD and Bipolar Disorder. I’m no psych expert but I was a little shocked at that. Is that normal to diagnose someone with that after just one hour? Yes, I’m anxious. Ever since I was a kid. And am now in depression but never would have categorized myself as BPD. I have a job, I’ve paid down my student loans from 5 figures to 4 and will",3,37,,9/20/24 10:42,https://www.fishbowlapp.com/post/ive-worked-with-two-therapists-and-a-psychiatrist-the-therapists-i-worked-with-for-3-months-and-4-months-the-psych-i-saw-for,21
Bipolar,a Customer Service,San Diego State University,Retail & Hospitality,3 months,"Have you ever had to work with another co worker in your area who is repeatedly lazy and difficult? I work in a big chain store and the guy I work with in my area has been there 20 years. Ive been there 1.5 years. This guy is bipolar & negative nancy all day long which I try to avoid by ignoring .He is also very lazy and takes ages to get anything done. We share 3 isles and have to put stock away, ticketing/ pricing and help with making displays. I think about leaving all day long. Very tiring!",4,5,,9/20/24 10:42,https://www.fishbowlapp.com/post/have-you-ever-had-to-work-with-another-co-worker-in-your-area-who-is-repeatedly-lazy-and-difficult-i-work-in-a-big-chain-store-and,22
Bipolar,a Manager 1,San Diego State University,Depression/Anxiety Talk,9 months,"Feeling unsupported by lifelong friends. I suffer from bipolar depression (they know this), and will say things like “whatever you need, let us know, we’re family, we’re here for you” etc. but when I actually need something, often at inconvenient times, they are nowhere to be found. I really need one of my friends to come see me on Xmas eve or Xmas day, even if for just 1 hr., but they can’t be bothered. If the shoe was on the other foot, I would likely be there in a heartbeat.",6,6,,9/20/24 10:43,https://www.fishbowlapp.com/post/feeling-unsupported-by-lifelong-friends-i-suffer-from-bipolar-depression-they-know-this-and-will-say-things-like-whatever-you,23
Bipolar,a Manager,San Diego State University,Confession,a year,"This job is making me bipolar - last week felt on top of the world (connected, competent, valued) and today I feel overwhelmed, burnt out, like a failure.",12,5,,9/20/24 10:43,https://www.fishbowlapp.com/post/this-job-is-making-me-bipolar-last-week-felt-on-top-of-the-world-connected-competent-valued-and-today-i-feel-overwhelmed-burnt,24
Bipolar,an Attorney,San Diego State University,Black in Law,10 months,"Inspired by the other post here. How open are you with colleagues about mental illness, depression, and all that? I have bipolar II and I hide it from people because I feel it's none of their business, but a white associate just admitted to me at lunch that they have it. I wanted to share that I did too but I hesitated because you know...twice as hard. But should I?",5,4,,9/20/24 10:44,https://www.fishbowlapp.com/post/how-open-are-you-with-colleagues-about-mental-illness-depression-and-all-that-i-have-bipolar-ii-and-i-hide-it-from-people-because,25
Bipolar,an Executive Assistant 1,San Diego State University,Depression/Anxiety Talk,2 months,"Someone help me to understand, I am a Army Veteran, 44 years old, and a mother of 6. I suffer from PTSD. Severe manic bipolar depression, and severe anxiety. I have been with this man for almost 13 years. He is a narcissistic, bipolar Hispanic man who loves to belittle me, make fun of me, put me down in ways that you would never believe, and has a tendency to hurt me just to make his self feel more like a man. I don't know how to get free safely. I'm so scared and extremely unhappy. Help pls",1,3,,9/20/24 10:44,https://www.fishbowlapp.com/post/someone-help-me-to-understand-i-am-a-army-veteran-44-years-old-and-a-mother-of-6-i-suffer-from-ptsd-severe-manic-bipolar-depression,26
Bipolar,an Analyst,San Diego State University,Staying Healthy,7 months,"I unfortunately think I have issues related to mental health and cognitive abilities. I failed a few classes in college due to Generalized Anxiety Disorder but now I’m starting to think I have something bigger like bipolar disorder, or ADHD, or some form of autism. Is there a specialist who can help me get tested for these issues?",5,6,,9/20/24 10:45,https://www.fishbowlapp.com/post/i-unfortunately-think-i-have-issues-related-to-mental-health-and-cognitive-abilities-i-failed-a-few-classes-in-college,27
Bipolar,a Consultant,San Diego State University,Christian consultants,8 months,"Hi all, I have a similar question on the hearing God's voice thing. I actually have struggled for many years with bipolar and whenever I have a manic episode, which unfortunately happened very recently again when we changed some things with my medication, I feel that I hear God and also the devil in different ways and I'm so convinced and then it all comes crashing down when I finally get help and move out of the episode. And my faith is shaken. Would appreciate any prayer or wisdom you have.",1,4,,9/20/24 10:45,https://www.fishbowlapp.com/post/hi-all-i-have-a-similar-question-on-the-hearing-gods-voice-thing-i-actually-have-struggled-for-many-years-with-bipolar-and,28
Bipolar,a Cashier Barista,San Diego State University,Retail & Hospitality,5 months,"I have no sense of smell, I'm deaf, I'm blind in right eye, Im diabetic, I have arthritis in all my joints. I am autistic and bipolar, I have anxiety, depression, PTSD, OCD, ADHD. I have learning disabilities. I'm not good with technology or interacting with other. I can't stand on my feet all day. I've been unemployed for about 8 months. I was in the fast food/restaurant industry for about 10 years but I was constantly job hopping every year cuz it's not a good job field for me.",1,5,,9/20/24 10:45,https://www.fishbowlapp.com/post/i-have-no-sense-of-smell-im-deaf-im-blind-in-right-eye-im-diabetic-i-have-arthritis-in-all-my-joints-i-am-autistic-and-bipolar,29
Bipolar,a Senior .NET Developer,San Diego State University,Jobs in Tech,2 months,"I have a choice of retiring now and receiving a junior developer’s wage for life from social security or working again. I have bipolar 1, and I keep losing jobs for “acting weird:” 21 jobs lost in 16 years. I am tempted to take the Social Security Disability Income as a result. Does anyone else have a better idea?",1,7,,9/20/24 10:46,https://www.fishbowlapp.com/post/i-have-a-choice-of-retiring-now-and-receiving-a-junior-developers-wage-for-life-from-social-security-or-working-again-i-have-bipolar,30
Bipolar,a Digital Marketing Specialist,San Diego State University,Junior Creatives,4 months,"I’m new to copywriting, and my 3rd interview was likely to see if I “vibe” with the team (not creatives - all strat) because they loved my writing assignment. The issue is that I’m bipolar + ADHD. I don’t mask well when anxious, so my words get away from me. I always think I’m kicking ass (well hello grandiosity), but often times…cringe. My dream is to be the guy in The Big Short who’s so good at his job that no one cares that he lacks social grace.

They said by end of day Friday. Well.",1,12,,9/20/24 10:46,https://www.fishbowlapp.com/post/im-new-to-copywriting-and-my-3rd-interview-was-likely-to-see-if-i-vibe-with-the-team-not-creatives-all-strat-because-they-loved,31
Bipolar,an UX Designer,San Diego State University,ADHD Professionals,10 months,"I am really struggling on focusing at work. Does anyone have advice on adult diagnoses, multiple overlapping diagnoses, or misdiagnoses? I was diagnosed with bipolar and anxiety disorder about 15 years ago. I always did very well in school but looking back, I always had to learn to do things “my way.” Like, I had coping strategies for learning new topics or doing homework. In a way, the diagnoses and labels don’t matter-more about feeling regulated and able to be successful in life.",2,5,,9/20/24 10:47,https://www.fishbowlapp.com/post/i-am-really-struggling-on-focusing-at-work-does-anyone-have-advice-on-adult-diagnoses-multiple-overlapping-diagnoses-or,32
Bipolar,an Executive Assistant 1,San Diego State University,Depression/Anxiety Talk,a month,"I have bipolar that isn't currently well managed & I messed up. I said somethings to a couple members of team I lead I shouldn't have. At a minimum damaged trust & showed very bad judgement, so inappropriate for that, but not demeaning, derogatory, or insulting etc but definitely wrong. HR is involved & as routine legal. I'm not sure how much I've screwed myself, or how to protect myself, or what recourse I may have if the worst happens. I've needed help for a while but hadn't asked before now,",1,3,,9/20/24 10:47,https://www.fishbowlapp.com/post/i-have-bipolar-that-isnt-currently-well-managed-i-messed-up-i-said-somethings-to-a-couple-members-of-team-i-lead-i-shouldnt,33
Bipolar,a Gerente Comercio Exterior,San Diego State University,Jobs in Sales,9 months,I can only say please nobody apply to work on the optical center named eye contact vision center … the owner is a bipolar person that will only takes you serious if you dress half naked will make your days miserable and will underpay you …. I can only say I needed therapy after working for this man !!!,10,1,,9/20/24 10:48,https://www.fishbowlapp.com/post/i-can-only-say-please-nobody-apply-to-work-on-the-optical-center-named-eye-contact-vision-center-the-owner-is-a-bipolar,34
Bipolar,a Developer Analyst,San Diego State University,Confession,a year,I have an aunt who is bipolar although I am not I was always told don’t be like her every time I get upset. As an adult I’m very aware of mental illness and question if she is is even bipolar or was it everyone just saying she was all those years putting her in a corner. She had a lot of life happen to her and many reasons to get upset be depressed and even rage out.,3,4,,9/20/24 10:48,https://www.fishbowlapp.com/post/i-have-an-aunt-who-is-bipolar-although-i-am-not-i-was-always-told-dont-be-like-her-every-time-i-get-upset-as-an-adult-im-very-aware,35
Bipolar,an Account Manager 1,San Diego State University,Confession,25d,Living with bipolar disorder sucks especially when you come from an Asian American household that doesn’t believe in mental health - you can Google this it’s a toxic culture. I have a lot saved up so I can buy treatment n my own dime now no idea how I’d deal with it as someone depending on my parents. Good luck to those out there who need help message me if you need it.,13,2,,9/20/24 10:48,https://www.fishbowlapp.com/post/living-with-bipolar-disorder-sucks-especially-when-you-come-from-an-asian-american-household-that-doesnt-believe-in-mental,36
Bipolar,a Senior Consultant,San Diego State University,Confession,4 months,"“This world is bipolar, beautiful for some for others the fuckin' saddest”",,0,,9/20/24 10:49,https://www.fishbowlapp.com/post/this-world-is-bipolar-beautiful-for-some-for-others-the-fuckin-saddest,37
Bipolar,a Licensed Mental Health Therapist,San Diego State University,Healthcare,9 months,"Mental Health Therapist specializing in PTSD, BiPolar, Anxiety, Depression, and more to assist in the healing and minimizing of different aspects of mental health to maximize the growth for positive and productive outcomes.",6,0,,9/20/24 10:49,https://www.fishbowlapp.com/post/mental-health-therapist-specializing-in-ptsd-bipolar-anxiety-depression-and-more-to-assist-in-the-healing-and-minimizing-of-different,38
Bipolar,a Therapist,San Diego State University,Healthcare,a year,"Can anyone tell me if Hampton House Cherryhill NJ or Princeton House House, Moorsetown is better for virtual IOP with DBT or CBT or both for a 66 year old male with Bipolar? He is compliant with medication but treatment resistant. Hampton Hospital, last year so 2022 kept pointing me away from their own IOP. That raised my antenni.

Thoughts? Help Advice?",2,0,,9/20/24 10:50,https://www.fishbowlapp.com/post/can-anyone-tell-me-if-hampton-house-cherryhill-nj-or-princeton-house-house-moorsetown-is-better-for-virtual-iop-with-dbt,39
Bipolar,an Associate,San Diego State University,Depression/Anxiety Talk,a year,"I really hate struggling with bipolar disorder. When I’m in a hypomanic state, I feel SO good. I feel like that’s the real me. And then when it’s over, I find myself mourning that time. The depression hits so much harder after the mania.",9,0,,9/20/24 10:50,https://www.fishbowlapp.com/post/i-really-hate-struggling-with-bipolar-disorder-when-im-in-a-hypomanic-state-i-feel-so-good-i-feel-like-thats-the-real-me-and,40
Bipolar,an ACD Copywriter 1,San Diego State University,Depression/Anxiety Talk,5 months,"Ive dealt with anxiety and major depression and bipolar issues for the last ten years. I just turned 30 and it's kept me from keeping a full time job, so Ive hoped jobs a lot the last 6 years. I've only been in Columbus for 5 years the only family or person I know is my grandmother. I haven't worked in maybe a Year now but I'm finally ready too, I've had a lot of help to do it. But now I can't find a job and making all the work I have done useless. I just want to work please any help or advice.",3,1,,9/20/24 11:11,https://www.fishbowlapp.com/post/ive-dealt-with-anxiety-and-major-depression-and-bipolar-issues-for-the-last-ten-years-i-just-turned-30-and-its-kept-me-from,41
Bipolar,,San Diego State University,Confession,10 months,"I am seeking people with Bipolar 1 for an article I’m writing. You may stay anonymous, if you wish. The goal of the piece is to help others understand the condition, as well as share treatments that have worked for you and may help others.",1,0,,9/20/24 11:12,https://www.fishbowlapp.com/post/i-am-seeking-people-with-bipolar-1-for-an-article-im-writing-you-may-stay-anonymous-if-you-wish-the-goal-of-the-piece-is-to,42
