Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
Anxiety,a Consultant,San Diego State University,Depression/Anxiety Talk,9 months,"I can’t stop crying. Another year has ended and still no friends, unemployed due to a RIF and 60 pounds overweight. The past 5 years have just been a spiral down. Single and no family. I am not going to harm myself but I honestly don’t know how to pull myself out. Finding a good therapist is almost impossible and expensive. I don’t want to play around with any other prescriptions. I have anxiety meds and depression pills just don’t work for me. Thank you for letting me vent.",62.0,43.0,3.0,2024-09-16 22:53:39,https://www.fishbowlapp.com/post/i-cant-stop-crying-another-year-has-ended-and-still-no-friends-unemployed-due-to-a-rif-and-60-pounds-overweight-the-past-5-years,16
Anxiety,an Account Executive,San Diego State University,#OverheardAtWork,a year,"I feel like I constantly put my foot in my mouth at work, I love to joke around and have fun and honestly use humor to cope most days but I can’t beat the social anxiety when I feel like something I say doesn’t land.

I’m extremely young (23F) in a professional career and my team is great, but I just can’t kick the feeling of caring too much what everyone thinks about me.

How did you all combat this at my age? I’m growing every day but some days are two steps back.",25.0,33.0,4.0,2024-09-16 22:54:04,https://www.fishbowlapp.com/post/i-feel-like-i-constantly-put-my-foot-in-my-mouth-at-work-i-love-to-joke-around-and-have-fun-and-honestly-use-humor-to-cope-most,17
Anxiety,an Assistant Manager,San Diego State University,Parents at Work,4 months,MIL wants my child to stay with her out of state for a week this summer. I’ve never been away from him from him that long or that far from him ~1000 miles. He is five. I’m also 21 weeks pregnant and extra emotional. Should I let him go and just suck it up and deal with my anxiety??,7.0,55.0,1.0,2024-09-16 22:54:23,https://www.fishbowlapp.com/post/mil-wants-my-child-to-stay-with-her-out-of-state-for-a-week-this-summer-ive-never-been-away-from-him-from-him-that-long-or-that,18
Anxiety,a Financial Advisor,San Diego State University,Jobs in Finance,5 months,"Why is it so hard to find a job right now? I’ve been unemployed for 6 months. I applied to over 300 jobs and maybe a good 10 reached out. I had a job offer from Morgan Stanley but they rescinded it at the last minute. I’m just so frustrated. I have a job interview tomorrow and they pulled my credit and saw collections, which just happened due to me losing my job. They want an explanation. I just have a lot of anxiety right now going into the interview and nervous explaining that.",39.0,34.0,11.0,2024-09-16 22:54:53,https://www.fishbowlapp.com/post/why-is-it-so-hard-to-find-a-job-right-now-ive-been-unemployed-for-6-months-i-applied-to-over-300-jobs-and-maybe-a-good-10-reached-out-i,19
Anxiety,a Senior Consultant 1,San Diego State University,The Worklife Bowl,6 months,"How do you all shed the stress of a work day? I have seen too many people carry their work stress home with them, and it just makes them miserable.

Also, how do you deal with anxiety?",42.0,33.0,9.0,2024-09-16 22:55:19,https://www.fishbowlapp.com/post/how-do-you-all-shed-the-stress-of-a-work-day-i-have-seen-too-many-people-carry-their-work-stress-home-with-them-and-it-just,20
Anxiety,a Consultant,San Diego State University,Confession,9 months,"I am hitting 31 (F) in a month and I am starting to get serious anxiety about my life trajectory especially on a personal/romantic level. I find myself recycling old dates/people I didn’t give a serious chance to because I feel like things are only gonna get more difficult from here on in and that I have passed my prime. I don’t want to sound traditional/backwards thinking, but I feel like that ship has sailed for me and all I am left with is the scraps 🥹",14.0,64.0,,2024-09-16 22:55:49,https://www.fishbowlapp.com/post/i-am-hitting-31-in-a-month-and-i-am-starting-to-get-serious-anxiety-about-my-life-trajectory-especially-on-a-personalromantic-level-i-find-l3ol-5,21
Anxiety,an Associate General Counsel,San Diego State University,Big Law,6 months,"For those of you on the fence about going in-house, I want to share the following, having recently made the switch myself:

Words cannot describe what a colossal difference not billing has made for my quality of life. I am now able to actually enjoy my slow days, evenings, and weekends without anxiety or the feeling of “falling behind.” No longer concerned about “catching up” after a day of suboptimal productivity, half-ass vacation, or taking time to go to the dentist.

(Cont. in comments)",43.0,35.0,11.0,2024-09-16 22:56:41,https://www.fishbowlapp.com/post/for-those-of-you-on-the-fence-about-going-in-house-i-want-to-share-the-following-having-recently-made-the-switch-myselfwords,22
Anxiety,a Community Health Educator 1,San Diego State University,Jobs for Teachers,7 months,"The increased number of school shootings really has me concerned about safety and it's hard not to think about it during the workday. I love my job but I also can't sustain the anxiety forever. Does anyone else worry about this and if so, how do you calm your nerves?",11.0,113.0,,2024-09-16 22:57:06,https://www.fishbowlapp.com/post/the-increased-number-of-school-shootings-really-has-me-concerned-about-safety-and-its-hard-not-to-think-about-it-during-the,23
Anxiety,a Laboratory Manager,San Diego State University,#OverheardAtWork,8 months,"I have a coworker that is constantly causing anxiety and distress in myself and others. The problem is all the interactions, at face value, are “professional”. But anyone that reads the messages or hears about the interaction can see her tone is unnecessarily mean. Is there anything that can be done about her behavior?!",13.0,40.0,2.0,2024-09-16 22:58:28,https://www.fishbowlapp.com/post/i-have-a-coworker-that-is-constantly-causing-anxiety-and-distress-in-myself-and-others-the-problem-is-all-the-interactions-at-face,24
Anxiety,a Project Manager,San Diego State University,Jobs in Marketing,a year,"I have been unemployed since April this year; been busting my butt applying, interviewing, and talking to many recruiters, and still nothing. Getting a bit worried and have been dealing with depression/anxiety. I know this market is awful right now, and will keep on keeping on, but damn. I'm about to start applying for retail or data entry at this point, just to get something; just me?? Solidarity to everyone else in the same boat.",30.0,30.0,3.0,2024-09-16 22:59:10,https://www.fishbowlapp.com/post/i-have-been-unemployed-since-april-this-year-been-busting-my-butt-applying-interviewing-and-talking-to-many-recruiters,25
Anxiety,a Recruiter,San Diego State University,The Worklife Bowl,2 months,Y’all!!! I got the job! My boss is out of town and I sent in my notice to the VP and copied her and HR! I have so much anxiety it’s insane. I’m so happy I am leaving.,142.0,30.0,5.0,2024-09-16 22:59:40,https://www.fishbowlapp.com/post/yall-i-got-the-job-my-boss-is-out-of-town-and-i-sent-in-my-notice-to-the-vp-and-copied-her-and-hr-i-have-so-much-anxiety-its-insane,26
Anxiety,a Senior Revenue Accounting Operations 1,San Diego State University,Accounting,6 months,Any tips on controlling panic attacks at work? I just started public accounting in January of this year and I’m already getting multiple panic attacks a day from the stress and anxiety of the job.,8.0,41.0,7.0,2024-09-16 22:59:59,https://www.fishbowlapp.com/post/any-tips-on-controlling-panic-attacks-at-work-i-just-started-public-accounting-in-january-of-this-year-and-im-already,27
Anxiety,a Manager,San Diego State University,Consulting,5 months,"Made the fatal mistake of giving my personal number to my boss, who now calls and texts me for non urgent matters multiple times a day, every day, including weekends. I’ve tried setting boundaries. I’ve tried straight up ignoring. He will not stop. Given how senior he is at our firm I don’t think blocking is an option and I feel I cannot escape him unless I get a new job. It’s giving me massive anxiety and I don’t know what to do.",23.0,46.0,6.0,2024-09-16 23:00:34,https://www.fishbowlapp.com/post/made-the-fatal-mistake-of-giving-my-personal-number-to-my-boss-who-now-calls-and-texts-me-for-non-urgent-matters-multiple-times,28
Anxiety,a Claims Adjuster 1,San Diego State University,Insurance,7 months,How has insurance affected your mental health? I have more anxiety than ever before.,15.0,31.0,3.0,2024-09-16 23:01:15,https://www.fishbowlapp.com/post/how-has-insurance-affected-your-mental-health-i-have-more-anxiety-than-ever-before,29
Anxiety,a Business Strategy Manager,San Diego State University,Consulting,10 months,"Hi all, I’m suffering. Rejection after rejection after rejection and my anxiety has never been worse. It’s been 7 months since my layoff, and I’ve never felt worse in my life. I feel so angry at everyone, including myself. I wonder if this is all worth it. Any words if wisdom or experiences to help me see the light at the end of the tunnel? I feel the light is becoming dimmer and dimmer.",19.0,28.0,6.0,2024-09-16 23:01:45,https://www.fishbowlapp.com/post/hi-all-im-suffering-rejection-after-rejection-after-rejection-and-my-anxiety-has-never-been-worse-its-been-7-months-since,30
Anxiety,a Senior Director 2,San Diego State University,Consulting,3 months,"I just moved here from Europe. Why is the American corporate culture rooted so much around escalating people’s mistakes to mangers, placing them on PIP etc? The lack of empathy is so disheartening man, we are all here to make money. And regarding sustaining a high performing team…this is not your father’s company, neither is it theirs. One day we will all move on from this job and even from this life. Is the most important thing really to cause anxiety and fear to someone for making mistakes?",48.0,44.0,6.0,2024-09-16 23:02:10,https://www.fishbowlapp.com/post/i-just-moved-here-from-europe-why-is-the-american-corporate-culture-rooted-so-much-around-escalating-peoples-mistakes,31
Anxiety,a Director,San Diego State University,Parents at Work,a month,"As a parent of a toddler, between work, and parenting, I don't have much left to fill my cup. Took 2 days off and ended up having panic attack because I could not keep work anxiety away. Husband is an equal partner but I am struggling to truly rest and recharge. Workout are the only times I feel in control, and have found few moments in the day to read but other than that I am usually dead tired before sleep and wake up exhausted every single day! An anyone relate or have suggestions",21.0,42.0,7.0,2024-09-16 23:02:51,https://www.fishbowlapp.com/post/as-a-parent-of-a-toddler-between-work-and-parenting-i-dont-have-much-left-to-fill-my-cup-took-2-days-off-and-ended-up-having,32
Anxiety,a Senior Manager 1,San Diego State University,Consulting,7 months,"Middle aged woman here (SM) and absolutely hate my job. Severe anxiety, high stress and burnout means I have nothing left to give. Thankful I still have a job in this season of layoffs but I’ve NO strength left to work another week here. Been applying like crazy to get out. Made it to final round of two different roles only to be told I wasn’t the best fit. Latest job rejection has hit me like a ton of bricks. Couldnt get out of bed for a day. Any advice on how to cope and resume job hunt?",23.0,24.0,3.0,2024-09-16 23:03:42,https://www.fishbowlapp.com/post/middle-aged-woman-here-sm-and-absolutely-hate-my-job-severe-anxiety-high-stress-and-burnout-means-i-have-nothing-left-to-give,33
Anxiety,an Account Manager,San Diego State University,ADHD Professionals,8 months,"Company made us come back to the office full time. Recently they converted cubicles into a massive open office setting with no assigned seats. We have to fight for seats every day/deal with coworkers on loud calls, eating, gossiping... sensory overload nightmare. A few colleagues got notes from doctors saying they have anxiety or other issues that prevent them from working in this environment and are able to WFH. I want to do the same but don't have any conditions.... unethical for me to lie?",30.0,37.0,1.0,2024-09-16 23:03:56,https://www.fishbowlapp.com/post/company-made-us-come-back-to-the-office-full-time-recently-they-converted-cubicles-into-a-massive-open-office-setting-with,34
Anxiety,a Dialysis Tech,San Diego State University,The Worklife Bowl,2 months,"Is it just me feeling this but when sunday hits,, i start to have my Sunday-itis. That feeling if anxiety, cant sleep.. knowing that have to go back to work on Monday.. 😒 how can i balance work and life. What do you guys do?",32.0,31.0,3.0,2024-09-16 23:04:21,https://www.fishbowlapp.com/post/is-it-just-me-feeling-this-but-when-sunday-hits-i-start-to-have-my-sunday-itis-that-feeling-if-anxiety-cant-sleep-knowing-that,35
Anxiety,a Director 2,San Diego State University,Parents at Work,7 months,"My daughter, for whatever reason, is terrified of large dogs. She never had a bad experience and we are fine with dogs but she is scared even with the friendliest of pooches. My in laws want to get a new dog to replace their old German Shepard rescue. The last dog had a ton of anxiety, nipped my MIL several times and could not be trusted around anyone new. They had to board it every time we came over. We asked them to consider getting a smaller dog and perhaps a puppy that they could train…",7.0,36.0,,2024-09-16 23:04:56,https://www.fishbowlapp.com/post/my-daughter-for-whatever-reason-is-terrified-of-large-dogs-she-never-had-a-bad-experience-and-we-are-fine-with-dogs-but-she,36
Anxiety,"a Service Quality, Risk, and Compliance Specialist II",San Diego State University,Depression/Anxiety Talk,6 months,"I am on verge of getting terminated. I was issued a charge sheet a week ago and I couldn't sleep or eat properly since then. it was just a minor mistake that I wasn't given a chance to defend myself during enquiry. They called me in and asked me everything suddenly and they issued me a charge sheet. I started to get depressed and anxiety is taking a toll over me. I want to commit suicide but I want to live for my parents. I don't know what to do, I don't know whether I can find a job again or no",9.0,29.0,5.0,2024-09-16 23:05:36,https://www.fishbowlapp.com/post/i-am-on-verge-of-getting-terminated-i-was-issued-a-charge-sheet-a-week-ago-and-i-couldnt-sleep-or-eat-properly-since-then-it-was,37
Anxiety,a Healthcare Consultant 1,San Diego State University,Healthcare,4 months,"Have you ever had a job that sucked your soul?
You just felt like a ball of anxiety on the drive in.

I get it.
My last job was like that.
I was underutilized, unrecognized, & underpaid.

I was crabby all the time.
But that wasn't the real me.

After I found my place in the world,
I became a different person.
I looked forward to my job- every. single.day.

So if you're at the end of your rope:
You're not alone.

Give yourself room to grow in a new space.
You may just be surprised at the results.",73.0,42.0,2.0,2024-09-16 23:05:57,https://www.fishbowlapp.com/post/have-you-ever-had-a-job-that-sucked-your-soulyou-just-felt-like-a-ball-of-anxiety-on-the-drive-in-i-get-it-my-last-job-was-like-that,38
Anxiety,a Director,San Diego State University,Human Resources,3 months,"I’ve always exceeded expectations. I became a “low performer” this year. They want too much from a one-person team. I’ve never experienced anxiety or panic attacks until now. I work 70-80 hour weeks. I am 100% burnt out. I am looking and plan to leave even for less. I can’t sleep or focus and it’s taking a toll on my health. I really need to take a leave. Should I? I feel like the first day back would be my last if I do. Or do I stick it out, look for a job and wait for my severance package?",21.0,27.0,3.0,2024-09-16 23:06:38,https://www.fishbowlapp.com/post/i-always-exceeded-expectations-i-became-a-low-performer-this-year-ive-been-in-hr-for-over-25-years-and-have-never-experienced,39
Anxiety,a Senior Consultant,San Diego State University,Confession,4 months,"If you had to choose, would you go with a guy who only got into 1 college he applied for, doesn't make much money and probably never will, has all kinds of depression and anxiety issues that require a cocktail of antidepressants to deal with but comes from a loving family, and really cares about you and is honest and consistent or with another guy who had a good job, makes good money and happily spends it on you but dabbles with cocaine (but is disciplined enough to avoid real addiction)?",8.0,63.0,2.0,2024-09-16 23:06:53,https://www.fishbowlapp.com/post/if-you-had-to-choose-would-you-go-with-a-guy-who-only-got-into-1-college-he-applied-for-doesnt-make-much-money-and-probably,40
Anxiety,a Medical Billing Specialist,San Diego State University,The Worklife Bowl,3 months,"Lately I've been feeling anxiety that I'm going to get fired from my job. Haven't done anything wrong whatsoever, but my anxiety has taken over and every time an email comes through, I think ""is this the day I'm packing my things in a box?"" I think I just need a break to recuperate. 😮‍💨",52.0,19.0,5.0,2024-09-16 23:07:34,https://www.fishbowlapp.com/post/lately-ive-been-feeling-anxiety-that-im-going-to-get-fired-from-my-job-havent-done-anything-wrong-whatsoever-but-my-anxiety-has,41
Anxiety,,San Diego State University,The Worklife Bowl,3 months,"Lately I've been feeling anxiety that I'm going to get fired from my job. Haven't done anything wrong whatsoever, but my anxiety has taken over and every time an email comes through, I think ""is this the day I'm packing my things in a box?"" I think I just need a break to recuperate. 😮‍💨",52.0,19.0,5.0,2024-09-16 23:42:59,https://www.fishbowlapp.com/post/lately-ive-been-feeling-anxiety-that-im-going-to-get-fired-from-my-job-havent-done-anything-wrong-whatsoever-but-my-anxiety-has,41
Anxiety,a Manager,San Diego State University,Consulting,2 months,Every Sunday I get tremendous anxiety because on Mondays I have to lead/facilitate a leadership meeting. Have any of you found effective ways to deal with and eliminate this? It is taking a huge toll on my wellbeing and life overall.,15.0,35.0,2.0,2024-09-16 23:43:34,https://www.fishbowlapp.com/post/every-sunday-i-get-tremendous-anxiety-because-on-mondays-i-have-to-leadfacilitate-a-leadership-meeting-have-any-of-you,42
Anxiety,a Data Scientist,San Diego State University,Consulting,a year,Anxiety is going higher the closer we get to Wednesday! Slalom Consulting,11.0,31.0,3.0,2024-09-16 23:44:14,https://www.fishbowlapp.com/post/anxiety-is-going-higher-the-closer-we-get-to-wednesday-slalom-consulting,43
Anxiety,a Senior Consultant,San Diego State University,The Worklife Bowl,8 months,"Is it possible to switch teams internally after having received a bad performance review on your current team?

I’ve been getting bullied in my current team since day 1 and after a year of being in this role, i just can’t take it anymore. I wake up with an anxiety attack and going into the office makes me panic. I work really long hours and they require us to be in office 4x a week. I don’t even get the time to apply for jobs externally, except on weekends. My mental health is completely shot.",35.0,33.0,4.0,2024-09-16 23:44:44,https://www.fishbowlapp.com/post/is-it-possible-to-switch-teams-internally-after-having-received-a-bad-performance-review-on-your-current-teamive-been-59i1-5,44
Anxiety,a Senior Vice President,San Diego State University,Advertising,a year,How do you manage your anxiety and/or depression?,6.0,36.0,1.0,2024-09-16 23:45:14,https://www.fishbowlapp.com/post/how-do-you-manage-your-anxiety-andor-depression,45
Anxiety,a Project Manager,San Diego State University,Consulting,4 months,Got an offer from Booz and was told that employment eligibility background screening requires additional investigation and I needed to explain way I was terminated for essentially 3 jobs in a row. I might have been too honest and said it was primarily because I was in a really bad mental state and was diagnosed with depression and anxiety. But now Im better after much therapy and medication. Booz has requested to have another interview with an Adjudicator from Background Screening Program. (Cont,10.0,22.0,2.0,2024-09-16 23:45:34,https://www.fishbowlapp.com/post/got-an-offer-from-booz-and-was-told-that-employment-eligibility-background-screening-requires-additional-investigation-and-i,46
Anxiety,a Project Coordinator,San Diego State University,Interview Tips,a year,"I am going into my 2nd interview with a company and I am really excited about this opportunity. I am confident in the job itself, however, I have found myself intimidated by my interviewer due to their background. Tips to overcome this anxiety to ace this interaction? If I am able to impress this person, I am confident that a job offer will follow.",58.0,19.0,3.0,2024-09-16 23:45:59,https://www.fishbowlapp.com/post/i-am-going-into-my-2nd-interview-with-a-company-and-i-am-really-excited-about-this-opportunity-i-am-confident-in-the-job-itself,47
Anxiety,a Manager 1,San Diego State University,Confession,10 months,"I think I may quit my job today. I was woken up by heartburn and anxiety 4 hrs ago about my boss. It’s so bad that I’ve been having thoughts of self harm. The owner is a raging micromanaging bitch and I can’t take it anymore. Id rather not eat a bullet, that would destroy my wife and stepson.",22.0,25.0,1.0,2024-09-16 23:46:18,https://www.fishbowlapp.com/post/i-think-i-may-quit-my-job-today-i-was-woken-up-by-heartburn-and-anxiety-4-hrs-ago-about-my-boss-its-so-bad-that-ive-been-having-thoughts,48
Anxiety,a Senior Manager 1,San Diego State University,Consulting,8 months,"Anyone here ever hidden a medical diagnosis from family/friends? My SO knows. Not a terminal illness, but maybe along the lines of a hidden disability.

I’ve been diagnosed w/ a chronic condition that is well controlled and it has caused me so many lifestyle changes in the past yr that I really needed time to try to deal with this alone. I know folks mean well but some times the extra anxiety and doom and gloom from outsiders I dnt find helpful and increases my stress. Not the best way I know.",6.0,34.0,1.0,2024-09-16 23:46:48,https://www.fishbowlapp.com/post/anyone-here-ever-hidden-a-medical-diagnosis-from-familyfriends-my-so-knows-not-a-terminal-illness-but-maybe-along-the-lines,49
Anxiety,an Analyst,San Diego State University,Consulting,8 months,Eating at the bar alone gives me anxiety. How do you guys do it?,4.0,52.0,,2024-09-16 23:47:17,https://www.fishbowlapp.com/post/eating-at-the-bar-alone-gives-me-anxiety-how-do-you-guys-do-it,50
Anxiety,a Biomechanical Engineer 1,San Diego State University,The Worklife Bowl,a year,"Step son recently diagnosed bipolar. Senior year at USC. Had to pull out of school, fly back home and entered in-patient facility by way of Baker Act. Has had issues since teenage years with depression and anxiety. Onset of BPD was affecting school.

Seriously difficult situation. Does anyone care to share experiences with mental health issues with BPD? Mom is severely stressed and was already dealing with depression due to career upheaval",22.0,29.0,,2024-09-16 23:47:59,https://www.fishbowlapp.com/post/step-son-recently-diagnosed-bipolar-senior-year-at-usc-had-to-pull-out-of-school-fly-back-home-and-entered-in-patient-facility-by,51
Anxiety,"a Manager, Talent, Organizational Development & Diversity",San Diego State University,The Worklife Bowl,10 months,"Just here to encourage!

I was let go from my job in June 2022. For 18 months I went thru the hell of interviewing, rejection/ghosting, anxiety/depression - the whole nine - of losing your job, income, and sense of purpose. FINALLY, last week I landed my dream job. 6 figs, hybrid, extremely flexible, doing what I love, and I manage a team.

A lot of people on here are struggling in this job market so I just want to say DO NOT GIVE UP! The right opportunity will come and will be worth the wait.",96.0,18.0,4.0,2024-09-16 23:48:43,https://www.fishbowlapp.com/post/just-here-to-encouragei-was-let-go-from-my-job-in-june-2022-for-18-months-i-went-thru-the-hell-of-interviewing,52
Anxiety,a Senior Manager 2,San Diego State University,Confession,10 months,"Taking out my wisdom teeth tmr and I’m really scared (my dentist asked me to do this for years and I finally made the decision).
How bad is the pain after the procedure - I’ve seen very different opinions on internet. I also get scared when I see the possible complications/dry socket etc. How to manage the anxiety ?",2.0,35.0,,2024-09-16 23:48:57,https://www.fishbowlapp.com/post/taking-out-my-wisdom-teeth-tmr-and-im-really-scared-my-dentist-asked-me-to-do-this-for-years-and-i-finally-made-the-decision,53
