Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID
PTSD,a Director,San Diego State University,Consulting,4 months,Took a few months off to help with burnout. My PTSD from toxic work culture is much better. I’m starting a new role in 2 weeks and can’t focus to save my life. I’m constantly distracted when I try to do anything and worried about actually being able to do my job. Help! Tips/suggestions greatly appreciated.,8,18,5,9/20/24 13:02,https://www.fishbowlapp.com/post/took-a-few-months-off-to-help-with-burnout-my-ptsd-from-toxic-work-culture-is-much-better-im-starting-a-new-role-in-2-weeks-and,25
PTSD,a Senior Account Executive 1,San Diego State University,Surviving A Toxic Workplace,4 months,Left my toxic job 5 months ago and I thought all the PTSD from the previous job would fade away in my new job. Boy was I wrong. Anyone else feel the same?,18,8,,9/20/24 13:02,https://www.fishbowlapp.com/post/left-my-toxic-job-5-months-ago-and-i-thought-all-the-ptsd-from-the-previous-job-would-fade-away-in-my-new-job-boy-was-i-wrong-anyone,26
PTSD,a Manager,San Diego State University,Consulting Exit Opportunities,a year,I recently left my job because of a toxic boss and I’ve noticed this ex-boss keeps viewing my LinkedIn. Not just that LinkedIn says he found me through LinkedIn search. Does anyone else find this creepy? I don’t know why this is bothering me so much but I might still be suffering from ptsd from the toxic job.,3,14,,9/20/24 13:02,https://www.fishbowlapp.com/post/i-recently-left-my-job-because-of-a-toxic-boss-and-ive-noticed-this-ex-boss-keeps-viewing-my-linkedin-not-just-that-linkedin-says,27
PTSD,a Customer Service Representative CSR,San Diego State University,The Worklife Bowl,3 months,"What do you job interviewers and managers want from us to be able to get hired!!?

We show initiative to multiple interviews, dress nice, answers you lack luster AI generated questions you have been using for years and even your pointless attention to detail harver assessments and still don't get the job. Even have recent experience relevant to the job and still nothing.

Forget this whole job ""dating"" scenarios, you can't get mad at job hunters when your not datable. PTSD! Its you not us!",15,10,,9/20/24 13:03,https://www.fishbowlapp.com/post/what-do-you-job-interviewers-and-managers-want-from-us-to-be-able-to-get-hiredwe-show-initiative-to-multiple-interviews,28
PTSD,a Senior Consultant 1,San Diego State University,Consulting,a year,"So hiring manager rescinded my job offer but since I still signed it after and asked for like the next steps, he decided to pursue with the offer. I did the background check papers, doing drug test soon. Now my issue is- I have ptsd, will be rescind again? I don’t wanna resign my current job until I am 100% sure I am good here, my start date is Nov 6. They can take my offer away again?",1,17,,9/20/24 13:03,https://www.fishbowlapp.com/post/so-hiring-manager-rescinded-my-job-offer-but-since-i-still-signed-it-after-and-asked-for-like-the-next-steps-he-decided-to-pursue,29
PTSD,a Manager,San Diego State University,We're Pregnant!,a year,"Trigger warning: pregnancy loss. I just got a positive test after a rough year that started with a missed miscarriage. I'm thrilled beyond words but also insanely scared that I'm going to go back into the ultrasound and find out there's no more heartbeat and my whole world will come crashing down, again. Advice on how to get past the PTSD and learn to trust this?",3,11,,9/20/24 13:04,https://www.fishbowlapp.com/post/trigger-warning-pregnancy-loss-i-just-got-a-positive-test-after-a-rough-year-that-started-with-a-missed-miscarriage-im-thrilled,30
PTSD,a Team Lead,San Diego State University,Jobs in Retail & Hospitality,a year,"So I just quit my serving job because I was told guests don't matter. Veterans who earned their right for a meager 15% that struggle to get up and down don't matter. I got audited because I helped two of my regulars with there discount while they were at the table. Since when does a company who states, ""guests first"" get greedy. You never know what kind of PTSD or ailments a guest has. For pets sake my grandfather was in the military served in the Vietnam War and can barely stand up.",17,6,,9/20/24 13:05,https://www.fishbowlapp.com/post/so-i-just-quit-my-serving-job-because-i-was-told-guests-dont-matter-veterans-who-earned-their-right-for-a-meager-15-that-struggle,31
PTSD,a Senior Vice President 1,San Diego State University,Politics,8 months,The real reason the state department issued travel warning on China is they do not want Americans to have PTSD after finding out how backwards America is.,8,6,,9/20/24 13:05,https://www.fishbowlapp.com/post/the-real-reason-the-state-department-issued-travel-warning-on-china-is-they-do-not-want-americans-to-have-ptsd-to-find-how,32
PTSD,a Project Manager 1,San Diego State University,Tech,a year,Which company that you’ve worked for gave you the most PTSD and why?,2,12,2,9/20/24 13:05,https://www.fishbowlapp.com/post/which-company-that-youve-worked-for-gave-you-the-most-ptsd-and-why,33
PTSD,a Manager 1,San Diego State University,Consulting,3 months,"So here’s the deal and I’m cool with troll/funny responses.

I’ve managed Bipolar Disorder (if you don’t know it’s like everything not good all at once - anxiety, depression, endless energy, too tired) ADD & C-PTSD for most of my life. Hold off on calling the helpline or suggesting that or w/e - the thought of doing anything stupid like harming myself just isn’t how my brain works.

I’m a SM and have been dealing with a lot of project stress lately (really like a year straight) - cont. 👇",4,12,,9/20/24 13:06,https://www.fishbowlapp.com/post/so-heres-the-deal-and-im-cool-with-trollfunny-responses-ive-managed-bipolar-disorder-if-you-dont-know-its-like-everything-not-good,34
PTSD,a VP Marketing Strategy,San Diego State University,The Worklife Bowl,7 months,"What is a normal amount of work? At my last job (which I'll preface gave me PTSD according to my therapist) I was busy 8-5, m-f. Maybe a few minutes here and there to relax, but otherwise constant grind. In my new position, I'm just busy for about 3-4 hours daily, and even then sometimes that's only 1 day. Is that normal?",4,5,,9/20/24 13:06,https://www.fishbowlapp.com/post/what-is-a-normal-amount-of-work-at-my-last-job-which-ill-preface-gave-me-ptsd-according-to-my-therapist-i-was-busy-8-5-m-f-maybe,35
PTSD,an Associate,San Diego State University,Consulting,7 months,Hi All. I am currently working at a startup as a Financial analyst (comp 95K). I got an offer for RSM’s FDD practice (comp 83K) and was wondering how the team is. I am mainly worried about the pay cut and any future layoffs that might happen (I have ptsd from getting laid off from Big4). Do I reject the FDD offer and keep looking for similar jobs? Or do I take a pay cut with a better name/job on my resume? RSM,4,11,,9/20/24 13:07,https://www.fishbowlapp.com/post/hi-all-i-am-currently-working-at-a-startup-as-a-financial-analyst-comp-95k-i-got-an-offer-for-rsms-fdd-practice-comp-83k-and,36
PTSD,a Director,San Diego State University,Surviving A Toxic Workplace,4 months,"My mgr is so toxic that it’s affected my health. It’s so bad that anytime our cameras are on via teams & I see his face, I kid you not, my heart starts racing like crazy😩. My therapist actually said I’m suffering from PTSD which I thought was very interesting. I really need to find a new job because it’s not worth the anxiety, the stress, my health, my happiness and peace of mind. I hope the market gets better for a lot of us 😔",8,5,1,9/20/24 13:07,https://www.fishbowlapp.com/post/my-mgr-is-so-toxic-that-its-affected-my-health-its-so-bad-that-anytime-our-cameras-are-on-via-teams-i-see-his-face-i-kid-you-not,37
PTSD,a Sales,San Diego State University,Confession,4 months,"I’ve worked with two therapists and a psychiatrist. The therapists I worked with for 3 months and 4 months. The psych I saw for an hour. They diagnosed me with PTSD and Bipolar Disorder. I’m no psych expert but I was a little shocked at that. Is that normal to diagnose someone with that after just one hour? Yes, I’m anxious. Ever since I was a kid. And am now in depression but never would have categorized myself as BPD. I have a job, I’ve paid down my student loans from 5 figures to 4 and will",3,37,,9/20/24 13:08,https://www.fishbowlapp.com/post/ive-worked-with-two-therapists-and-a-psychiatrist-the-therapists-i-worked-with-for-3-months-and-4-months-the-psych-i-saw-for,38
PTSD,an Associate,San Diego State University,Law,3 months,"This may be an incredibly niche question, but for litigators with PTSD (especially CPTSD), how do you cope with triggers during work? When I’m in a particularly contentious deposition, I can get triggered ridiculously and I medicate in advance, but it makes me feel so sick and anxious.",3,15,,9/20/24 13:08,https://www.fishbowlapp.com/post/this-may-be-an-incredibly-niche-question-but-for-litigators-with-ptsd-especially-cptsd-how-do-you-cope-with-triggers-during-work,39
PTSD,a Senior Associate,San Diego State University,Depression/Anxiety Talk,a year,Why is finding decent therapy so hard? I have gone through multiple so far because they were not what represented themselves to be. I find folks who just agree with me and confirm my own conclusions. I could have said I had PTSD from too many bumpy space flights and they would have agreed I needed a smoother launch into zero gravity. And don’t get me started on psychiatrists whom I don’t trust to prescribe Tylenol. Am I too picky?,5,6,,9/20/24 13:09,https://www.fishbowlapp.com/post/why-is-finding-decent-therapy-so-hard-i-have-gone-through-multiple-so-far-because-they-were-not-what-represented-themselves-to-be-i,40
PTSD,a Filmmaker,San Diego State University,Veteran Bowl,4 months,I want to make a documentary about the lives of children of veterans with PTSD. I have no connection with veterans whatsoever - how should I go about this?,1,9,,9/20/24 13:09,https://www.fishbowlapp.com/post/i-want-to-make-a-documentary-about-the-lives-of-children-of-veterans-with-ptsd-i-have-no-connection-with-veterans-whatsoever-how-should,41
PTSD,a Creative Designer 1,San Diego State University,Minorities in Marketing,7 months,"Work PTSD is a real thing that I feel many don’t talk about. Personally, I know I’ve experienced a lot of toxic situations in the past that can be a trigger. Have any of you experienced work PTSD? How have you been able to navigate it?",7,6,,9/20/24 13:10,https://www.fishbowlapp.com/post/work-ptsd-is-a-real-thing-that-i-feel-many-dont-talk-about-personally-i-know-ive-experienced-a-lot-of-toxic-situations-in-the,42
PTSD,a Work From Home - Entry Level Transcriptionist,San Diego State University,Depression/Anxiety Talk,5 months,"Due to health issues I have lost a bunch of jobs, I have ulcerative colitis, depression, anxiety, ptsd and insomnia.. my physical health is directly affecting my depression. Being sick all the time will mess with your mind, I've been so depressed that I stopped taking care of myself and I don't keep the house clean like before, my house has always been spotless but now I don't have the strength to do it all. I take care of my cleanliness but that's about it. The bare necessities",8,4,,9/20/24 13:10,https://www.fishbowlapp.com/post/due-to-health-issues-i-have-lost-a-bunch-of-jobs-i-have-ulcerative-colitis-depression-anxiety-ptsd-and-insomnia-my-physical,43
PTSD,an Associate 1,San Diego State University,ADHD Professionals,a year,Should I answer “yes” to the question of me having a disability if I’m diagnosed with PTSD and ADHD? I know companies claim to not use your disability status as a determining factor in your employment possibility. I just am wondering how many of those companies do end up hiring someone with a disability as opposed to not. Any input would help thank you!,2,5,,9/20/24 13:11,https://www.fishbowlapp.com/post/should-i-answer-yes-to-the-question-of-me-having-a-disability-if-im-diagnosed-with-ptsd-and-adhd-i-know-companies-claim-to,44
PTSD,a Bookkeeper,San Diego State University,Veteran Bowl,4 months,"It's been over four years now, and I still can't seem to get past the effects of my PTSD. Groups aren't doing it for me. Occasional marijuana consumption is helpful but it isn't the solution. Looking for ideas, what's helped you overcome?",1,5,1,9/20/24 13:11,https://www.fishbowlapp.com/post/its-been-over-four-years-now-and-i-still-cant-seem-to-get-past-the-effects-of-my-ptsd-groups-arent-doing-it-for-me-occasional,45
PTSD,a Director of Nursing 1,San Diego State University,Nurses,a year,"I just realized that I have PTSD, after decades of working as an RN. To be clear: not related specifically to the VA.
My next steps are to leave nursing and to start therapy.",9,5,,9/20/24 13:11,https://www.fishbowlapp.com/post/i-just-realized-that-i-have-ptsd-after-decades-of-working-as-an-rn-to-be-clear-not-related-specifically-to-the-va-my-next-steps,46
PTSD,a Product Marketing 1,San Diego State University,Minorities in Marketing,7 months,PTSD @ Work is a real thing and I personally feel like it affects minorities more. Any thoughts?,3,4,,9/20/24 13:12,https://www.fishbowlapp.com/post/ptsd-work-is-a-real-thing-and-i-personally-feel-like-it-affects-minorities-more-any-thoughts,47
PTSD,a Recruiter,San Diego State University,ADHD Professionals,6 months,"Coming back from ADHD/PTSD burnout, as a self-employed?
I'm a self-employed recruiter who *crushed it* in '22 & since Jul'22 I haven't made even 1 placement. Living on savings &now it is crisis time.
I sought treatment in Fall '22 for emotional dysregulation/PTSD&am now finally treating the ADHD I've had all my life &was diagnosed w/in '18 w/meds &coaching. Has anyone come back from this kind of thing? How long, how'd you do it? I have no drive, no matter how hard I try. I lost my mojo!",6,2,,9/20/24 13:12,https://www.fishbowlapp.com/post/coming-back-from-adhdptsd-burnout-as-a-self-employedim-a-self-employed-recruiter-who-crushed-it-in-22-since-jul22-i-havent-made,48
PTSD,a Marketing Coordinator 1,San Diego State University,Minorities in Marketing,5 months,Work PTSD is a real thing that many do not recognize. Do you have any triggers that you’ve been working on or working through?,2,4,,9/20/24 13:13,https://www.fishbowlapp.com/post/work-ptsd-is-a-real-thing-that-many-do-not-recognize-do-you-have-any-triggers-that-youve-been-working-on-or-working-through,49
PTSD,an Associate Consultant,San Diego State University,Consulting Exit Opportunities,10 months,"I'm about to start a new job in industry. It seems like a really great WLB culture of ~45-ish hours a week but I also have some planned vacations coming up in the first few months that I want to take (a couple 3 day weekends and one week in feb off)

If I had already ""proven myself"" after working there a while I would have no problem asking off. But I'm feeling self-imposed pressure to delay these trips so that I can prove myself the first 5-6 months. Or is it consulting PTSD? lol",3,3,,9/20/24 13:13,https://www.fishbowlapp.com/post/im-about-to-start-a-new-job-in-industry-it-seems-like-a-really-great-wlb-culture-of-45-ish-hours-a-week-but-i-also-have-some-vhgq-5,50
PTSD,a Human Resources Generalist,San Diego State University,Human Resources,a year,"This might be a really silly question. I’m filling out paperwork for my new job and I always get stuck on the Self-Identification of Disabilities. I have Diagnosed depression, anxiety, ADHD and PTSD. However, I do not really know if I can say whether or not it affects “major life activities”. I have never received benefits from the state.

Any help and guidance would be appreciated. ❤️",1,4,,9/20/24 13:13,https://www.fishbowlapp.com/post/this-might-be-a-really-silly-question-im-filling-out-paperwork-for-my-new-job-and-i-always-get-stuck-on-the-self-identification-of-disabilities,51
PTSD,a Senior Sales Recruiter,San Diego State University,Confession,2 months,"I’ve had the worst week. I took FMLA and short-term disability this week to get away from my toxic boss. I was supposed to work until Friday, but I had to stop on Wednesday because the woman actually said to me I am going to get as much work out of you as I can before you leave” and I felt like I was losing my mind. on Friday after buying a new computer, I got hacked and nearly lost all my money. It was way more traumatic than I possibly could’ve imagined and I’m now dealing with PTSD contd",2,4,,9/20/24 13:14,https://www.fishbowlapp.com/post/ive-had-the-worst-week-i-took-fmla-and-short-term-disability-this-week-to-get-away-from-my-toxic-boss-i-was-supposed-to-work-until,52
PTSD,a Customer Service Representative CSR,San Diego State University,Jobs in Tech,3 months,"What do you job interviewers and managers want from us to be able to get hired!!?

We show initiative to multiple interviews, dress nice, answers you lack luster AI generated questions you have been using for years and even your pointless attention to detail harver assessments and still don't get the job. Even have recent experience relevant to the job and still nothing.

Forget this whole job ""dating"" scenarios, you can't get mad at job hunters when your not datable. PTSD! Its you not us!",6,3,,9/20/24 13:14,https://www.fishbowlapp.com/post/what-do-you-job-interviewers-and-managers-want-from-us-to-be-able-to-get-hiredwe-show-initiative-to-multiple-interviews-k9jy-5,53
PTSD,a Cashier Barista,San Diego State University,Retail & Hospitality,5 months,"I have no sense of smell, I'm deaf, I'm blind in right eye, Im diabetic, I have arthritis in all my joints. I am autistic and bipolar, I have anxiety, depression, PTSD, OCD, ADHD. I have learning disabilities. I'm not good with technology or interacting with other. I can't stand on my feet all day. I've been unemployed for about 8 months. I was in the fast food/restaurant industry for about 10 years but I was constantly job hopping every year cuz it's not a good job field for me.",1,5,,9/20/24 13:15,https://www.fishbowlapp.com/post/i-have-no-sense-of-smell-im-deaf-im-blind-in-right-eye-im-diabetic-i-have-arthritis-in-all-my-joints-i-am-autistic-and-bipolar,54
PTSD,a Florida Regional Manager,San Diego State University,Law Enforcement,4 months,"Has anyone started the hiring process with an agency, after being 100% P&T (PTSD included). I feel like it may be good for me to be back in a uniform, and I have no true concerns for my mental health or I would never consider it. I am almost done with my BA in CJ. I have zero intention at this point, but looking for people who may be in a similar predicament advice and insight.

Thanks",4,3,1,9/20/24 13:15,https://www.fishbowlapp.com/post/has-anyone-started-the-hiring-process-with-an-agency-after-being-100-pt-ptsd-included-i-feel-like-it-may-be-good-for-me-to-be,55
PTSD,an Executive Assistant 1,San Diego State University,Depression/Anxiety Talk,2 months,"Someone help me to understand, I am a Army Veteran, 44 years old, and a mother of 6. I suffer from PTSD. Severe manic bipolar depression, and severe anxiety. I have been with this man for almost 13 years. He is a narcissistic, bipolar Hispanic man who loves to belittle me, make fun of me, put me down in ways that you would never believe, and has a tendency to hurt me just to make his self feel more like a man. I don't know how to get free safely. I'm so scared and extremely unhappy. Help pls",1,3,,9/20/24 13:15,https://www.fishbowlapp.com/post/someone-help-me-to-understand-i-am-a-army-veteran-44-years-old-and-a-mother-of-6-i-suffer-from-ptsd-severe-manic-bipolar-depression,56
