Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
Bipolar,Other,Deloitte 5,8 months,"Yes I agree that people with mental illness can be a handful, but so are people with ZERO mental illnesses.","21
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,7,1,11
Bipolar,Other,an Associate Creative Director 1,8 months,"PWC - I understand if it’s untreated, it can be difficult, but many mental illnesses are very treatable. There are a range of symptom severity and complex manifestations. I don’t think it’s fair to write everyone with a mental illness off as basically undateable/unlovable just because of how someone else behaved. People without mental illnesses can be abusive and cause chronic stress. People with mental illnesses can be some of the loveliest people. There is no clinical association between mental illness and rates of abusive behavior. People with mental illness are far more likely to harm themselves than to harm others.","8
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,8,1,12
Bipolar,Other,a Director 2,8 months,"Thank you for sharing your story! The stigma is really crazy as are the comments on this thread. I’ve been with my husband since 2009, he got diagnosed after 13 years together, it was my pregnancy along with physical health issues that triggered his first and only manic episode and it was so rough. We’re only just now starting to get to stability 15 months after his diagnosis. He’s been committed to his meds since diagnosis but I found the meds were only half the battle. He was also self medicating so he’s had a couple of rehab stays and so much therapy to get him to a stable place. What work did you and your husband do to heal and repair after your diagnosis? We’ve been doing couples therapy since before his diagnosis, just curious what has worked for you ☺️","4
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,9,1,13
Bipolar,Other,PwC 2,8 months,"Ad1, i agree that people supposedly with no issues could be abusive and manipulative on purpose, while someone with mental illness is more of a victim of their situation and not causing stress to their partner voluntarily. I am saying not all of us have that kind of fortitude. Just look at number of parents abusing their own kids just because they can. Humans are not as resilient to deal with another's issues, most of us are barely keeping it together with our own issues.","3
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,10,1,14
Bipolar,Other,an Assistant Director - Delivery Manager 1,8 months,"@D2, my depression started due to a traumatic experience when I was 12 years old. Since then, I have had wicked anxiety and on and off depressive spells, which is a big sign of BP2. I didn't start antidepressants until I was in university. That's when the hypomanic episodes started. They were all antidepressant induced. I had an out of body experience on one of the medications, and so the GP doctor took me off of it instead of getting me a psych consult. That would have been 2015-2018, when I was jumping back and forth between untreated depressive episodes and the minor hypomanic episode. Most of the hypomanic episodes were barely noticeable. I wouldn't be able to sleep. I would have no appetite. And I would be in a generally good mood, with the occasional quick anger reaction. It was never anything serious, though, where I had to go to the hospital and stay overnight. My husband and I have lived together since mid-2017, and I got diagnosed mid-2018, so he really only had to put up with it for about a year. I never took anything out on him. My anger was normally directed towards my parents, as we were living at home with my parents, and I was working 4 jobs to pay back my university debt. We chalked it up to being stress induced for a while, as I was working 15+ hours a day and only took 1 day off every other week. We never did couples therapy, but when I finally got the right medications, my mood started to level out, and I was able to be more involved in my relationship instead of crippling anxiety and depression. I never got to the point where I had thoughts of hurting myself or anything. It was always just mild depression, where I didn't want to get out of bed and was eating more food than normal. Overall, we didn't do anything special to fix our relationship, as nothing was broken from the get-go. We just continued to be open and honest with each other and to trust each other through the process. Over the years, I have switched medications a few times due to severe side effects, which occasionally lead to a break through depressive episode. When I am depressed, my husband will take care of me and help out around the house more because he understands that it's not my fault and that it's just part of my life. They tend to only last up to a week or two now if anything happens (a family member passes away, or something else bad triggers them), whereas before, I could be depressed for months on end.

Wishing your husband good health and for you two to have a happy life together. 💖 You just need to be his rock when he is having a rough go. Try not to take anything personally, either. I'm sure he means no ill will when he is having an episode.","6
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,11,1,15
Bipolar,Other,an Attorney 1,8 months,"Do you all pushing against others saying no think that shaming others is conducive to a healthy relationship? Why would you want to be in a relationship with someone who is only there out of societal obligation? Everyone has their own capabilities and circumstances. I have a lot of alcoholics in my family and bluntly, wouldn't date an alcoholic, even a totally sober one. Been there, seen that. I don't think they don't deserve a partner, but if someone decides to self-select themselves out... Good. Don't waste both people's time","4
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,12,1,16
Bipolar,Other,an Associate Creative Director 1,8 months,"No one is shaming people for not dating mentally ill people. We are pushing back on the shame they are spreading toward mentally ill people by saying “run” without context on the individual and all the other dumb stuff in this thread. It’s one thing to hold a personal prejudice against dating mentally ill people; it’s another to use your opinion to paint all mentally ill people as undateable based on anecdotal experience and push that view on others. There is a huge spectrum of mental illness and usually you only hear the extreme stories, so it is stigmatizing for people to use those extreme stories against everyone who could be suffering but not creating problems for others. Having a personal dating preference doesn’t give people the right to spread misinformation and stigmatize others.

It’s worth calling out people who stigmatize mental illness because the stigma is a huge reason for why su*cidal people feel alone, rejected, burdensome, unlovable, and irredeemable. The way we speak about people who are struggling matters. The same way it’s generally unacceptable to be bashing someone with cancer for being disabled and needing care.","3
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,13,1,17
Bipolar,Other,a Manager 4,8 months,"People with mental illnesses are at least aware of their flaws and critically analyze their behavior, while most other people don't. I'm a recovered addict in order to stay clean and sober I always analyze how my behavior is affecting other people and when ever there is a dispute I consider that I might be the one in the wrong. Most ""normal"" people I've dated don't. They just assume they're always right and the other person is always wrong. I'd like to date someone with self-awareness and self-reflection who can accept they aren't perfect, they make mistakes, apologize, and find a path to change.","5
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,14,1,18
Bipolar,Other,a Strategy Manager 1,8 months,If OP is already worried about it they should run. We are more open about trans rights too but that doesn’t mean you have to date one.,"5
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,15,1,19
Bipolar,Other,a Project Manager 1,8 months,"I love the stigmas and assumptions here in fishbowl. Honestly I think if half the people here in fishbowl were clinically evaluated we would find more clinically diagnosed OCD, spectrum, Sociopathic, Psychopathic, narcissistic leaning people 😂","3
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,16,1,20
Bipolar,Other,a Director 2,8 months,"Thanks for sharing. My husband had also been diagnosed with depression and anxiety and the meds contributed to his mania as well. I’m glad you’ve found a good med combination that’s helped and you’ve been super stable for such a long time. A lot of damage was done between us in the months of his manic episode while I was pregnant, the dysphoric mania was all targeted a me, it was months of divorce threats, yelling at me, etc, it was awful. He’s also had two suicide attempts and had to be hospitalized so I’ve had to be the only parent for months while he’s been gone, and hasn’t worked in a year and a half. We’ve been together since college and had so many good years and I’ve definitely been here for him through it but it’s been the hardest thing I’ve ever experienced in my life. It was beyond crazy to go from 12 years of having a stable partner who’s a brilliant engineer to this all while being pregnant and a new parent.","2
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,17,1,21
Bipolar,Other,a Manager 6,8 months,"AD1 - Its tough, I kinda agree but also disagree with your position overall. You said if OP “is ready to dedicate 100% to her” which quite frankly a lot to ask at the start of the relationship. You have been with your husband for 3yrs when you got diagnosed, which is different.

I have mental health history in my relationship as well. Im also in my 30s and see the world differently. If I were in my 20s and were facing a new relationship with mental health issues idk what Id do tbh",,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,18,1,22
Bipolar,Other,an Assistant Director - Delivery Manager 1,8 months,"@D2, I'm sorry to hear how hard things have been. Keep working on your relationship and make sure he puts his health first. That should help you both get through this. I think couples counseling is the best thing you can do for yourselves right now. Good luck and try to stay optimistic about the future. Things can only go up from here!",,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,19,1,23
Bipolar,Other,an Assistant Director - Delivery Manager 1,8 months,"@M6, when I say dedicate 100%, I mean don't be a f*ck boy and d*ck around with other people if you are trying to become serious. Being cheated on or heartbroken is hard enough for a neurotypical person to deal with. Having BP2 will make it even harder if they decide to mess around with other people. It doesn't mean they have to commit to life with them, only them, get married to them, and the works. Its just that they need to be ready to commit to a life that may have more challenges than the average person. They need to commit to making her health a priority in their relationship. If they aren't mature enough to be that support system/person for this girl, OP needs to move on and let her find someone who will be there for her. That's what I meant by 100% dedication.","1
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,20,1,24
Bipolar,Other,H&R Block 1,8 months,@Deloitte 3 you have no clue what you are talking about. There are so many successful human beings who just happen to have bipolar disorder.,"2
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,21,1,25
Bipolar,Other,PwC 3,7 months,"H&R Block 1 - and there’s even more human beings with mental illness who aren’t getting the attention they need who end up hurting others and themselves, so let’s not. You have no clue.",,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,22,1,26
Bipolar,Other,PwC 4,7 months,Pwc2 that doesn’t make a lot of sense. If people without mental illnesses are just barely keeping it together then they shouldn’t subject any partner to that whether their partner has mental health issues or not. Everyone needs to deal with their own stuff.,,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,23,1,27
Bipolar,Other,a Strategy Manager 1,7 months,Thinking non mentally ill people have it less together than mentally ill people is literally ignoring the definition of mental illness,"5
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,24,1,28
Bipolar,Other,a Strategy Manager 1,7 months,Thinking non mentally ill people have it less together than mentally ill people is literally ignoring the definition of mental illness,5,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,29
Bipolar,Other,a Consultant 1,8 months,"Because you said almost gf and not long term gf, I’m assuming you haven’t been dating that long. Tbh I would try to understand the disorder better and really ask yourself if you can manage being with a partner who has that and if you even love her enough to want to be there for it since it is early I’m assuming you’re not deeply in love yet you should definitely evaluate whether or not you see it progressing into a serious relationship.",27,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,30
Bipolar,Other,an Electrical Engineer 1,8 months,"most realistic answer, I dated a girl who was borderline personality disorder, and it was very cute that I was her therapy animal for about a year, then the started occasionally going off her meds and I started to get paranoia about what having kids or moving across the country with this woman would be like, or worst case,,, divorce","6
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,31
Bipolar,Other,an Executive Producer 1,8 months,My SIL has BPD and she has completely isolated my brother away from our family. He is totally estranged from my parents/siblings and stays in a manipulative relationship for the kids. It’s so sad.,"6
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,3,1,32
Bipolar,Other,a Senior Machine Learning Engineer 2,8 months,"Oh heeeeeck no, you stay far away from those BPD cases. They’re the ones that murder you in a fit of passion. I was with one far too long and I’m really lucky I got out not only alive but also with all of my body parts still where they’re supposed to be.

@EP1 get him some therapy if you can. Even get them couples therapy. You can frame it as “so he can learn to be a better husband and father” so she will see it as good for her and non-threatening. That’s what I had to do, and that’s how I ultimately escaped.","3
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,4,1,33
Bipolar,Other,a Principal 1,8 months,Yep I was in a relationship with one 7 years ago and still regret the years I lost,"1
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,5,1,34
Bipolar,Other,an Executive Producer 1,7 months,"SMLE2- I think she’s too “smart” (or crazy) for that… we tried to get into family therapy and encourage couples therapy years ago and her response was “nope”. My bro is quite passive, so he’ll just do whatever she says.",,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,6,1,35
Bipolar,Other,an Executive Producer 1,7 months,"SMLE2- I think she’s too “smart” (or crazy) for that… we tried to get into family therapy and encourage couples therapy years ago and her response was “nope”. My bro is quite passive, so he’ll just do whatever she says.",,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,36
Bipolar,Other,an Associate Creative Director 1,8 months,"My friend’s dad has bipolar and he’s a totally different person when he’s medicated. Bipolar is no joke, but it does seem very treatable.",11,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,37
Bipolar,Other,Accenture 1,8 months,Im sorry to hear that and im glad that treatment has come a long way. The most promising and effective one so far has been moving both your legs continuously in one direction,"1
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,38
Bipolar,Other,an Associate Creative Director 1,8 months,Dude you’ve gotta pipe down… you’re spreading heavy stigma against mental health problems,"8
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,3,1,39
Bipolar,Other,an Associate Creative Director 1,8 months,Dude you’ve gotta pipe down… you’re spreading heavy stigma against mental health problems,8,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,40
Bipolar,Other,a Corporate Innovation 1,8 months,"This will sound bad but people that have bipolar need to be on medication which nums the peaks and lows so you will never experience the real person. If they for some reason stop medication things can get pretty wild!!! Series “homeland” depict quite well but is an extreme case.
A good friend of mine has it and while we didn’t know he had it things were going down fast..now however he lives a good normal life.


So as others said try to gauge how well the person has it under control knowing that there is a chance to fizzle south or north emotionally especially when big events happen in life. All the best!!",2,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,41
Bipolar,Other,Goldman Sachs 1,8 months,"On the flip side, this could be that thing that chicks do where on the third or fourth date they tell you something vulnerable about themselves to see how you react (which is a natural thing they do and not some game they’re playing)",,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,42
Bipolar,Other,a Clerical 1,8 months,"I could list out a lot of relatable reasons but let me be succint.

RUN.
You are still reading this.
RUN. RUN FAST.",15,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,43
Bipolar,Other,a Clerical 1,7 months,Thumbs down bro,,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,44
Bipolar,Other,Accenture 1,7 months,"Yes, great tip that will make you more aero dynamic","1
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,3,1,45
Bipolar,Other,Accenture 1,7 months,"Yes, great tip that will make you more aero dynamic",1,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,46
Bipolar,Other,ZS Associates 1,8 months,Run,13,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,47
Bipolar,Other,ZS Associates 1,8 months,Never again,"6
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,48
Bipolar,Other,ZS Associates 1,8 months,Never again,6,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,49
Bipolar,Other,KPMG 1,8 months,Two girlfriends in one. Nature gave you lottery numbers. Stay,13,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,50
Bipolar,Other,Accenture 1,8 months,"I would be happy with 2, but its like an amoeba that keeps splitting","4
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,51
Bipolar,Other,Deloitte 5,8 months,Real,"1
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,3,1,52
Bipolar,Other,Deloitte 5,8 months,Real,1,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,53
Bipolar,Other,a Management Consultant 1,8 months,Depends on how hot she is.,11,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,54
Bipolar,Other,a Management Consultant 1,8 months,Where is she on the crazy / hot scale?,"7
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,55
Bipolar,Other,a Partner 1,8 months,MC1 exactly,,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,3,1,56
Bipolar,Other,a Corporate Innovation 1,8 months,No matter how how it’s not worth it,,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,4,1,57
Bipolar,Other,a Principal 1,8 months,+1 not worth it,,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,5,1,58
Bipolar,Other,a Principal 1,8 months,+1 not worth it,,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,59
Bipolar,Other,Alvarez & Marsal,8 months,Thanks everyone for the advice! Still feeling it out but I appreciate all the insight,2,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,60
Bipolar,Other,Accenture 1,8 months,"That feeling is called FLIGHT AND FRIGHT, RUN.","15
reactions",9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,2,1,61
Bipolar,Other,Accenture 1,8 months,"That feeling is called FLIGHT AND FRIGHT, RUN.",15,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,62
Bipolar,Other,Deloitte 1,8 months,"It’s totally treatable. I would stay open to the person and not focus on the label of the diagnosis. Yes, there may be implications in her life (and yours if you stay), but see how the experience is with her.",3,9/20/24 11:34,https://www.fishbowlapp.com/post/new-almost-gf-told-me-shes-diagnosed-with-bipolar-type-2-should-i-be-understanding-and-be-okay-with-that-or-should-i-run-dont-wanna,1,1,63
