Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
Schizophrenia,Other,IBM 1,2 months,"I see inappropriate laugh emojies all over this board constantly. It feels as though maybe it's bots because most of the time, it's on posts where laughing doesn't make any sense at all. Such as a dry informative post or reply or an innocuous question, where there's no humor whatsoever (dark or not) to be found.",,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,2,1,11
Schizophrenia,Other,IBM 1,2 months,"I see inappropriate laugh emojies all over this board constantly. It feels as though maybe it's bots because most of the time, it's on posts where laughing doesn't make any sense at all. Such as a dry informative post or reply or an innocuous question, where there's no humor whatsoever (dark or not) to be found.",,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,12
Schizophrenia,Other,a Product Manager 1,2 months,You need to have this conversation with a professional. There aren't that many of them out there who know what they are doing.,1,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,13
Schizophrenia,Other,Deloitte 1,2 months,Please ask a medical practitioner on how to deal with.,,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,14
Schizophrenia,Other,Amazon Web Services 1,2 months,"It's a cruel disease, I hope your mom can find the right balance of medication.

It's not possible for us to help you, a family session would probably be needed if you really wanted the best way to manage.",1,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,15
Schizophrenia,Other,an Attorney 1,2 months,"The book I’m Not Sick, I Don’t Need Help by Xavier Amador was very helpful. Also, find a local NAMI family support group. I have a family member who has schizoaffective disorder and both of these resources helped immensely.",,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,16
Schizophrenia,Other,an Associate 1,2 months,"I feel you OP. My mum has struggled on and off with psychosis for 20 years.

She has been in her most recent episode for almost a year so we are afraid she may not recover to live an independent life.",,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,17
Schizophrenia,Other,IBM 1,2 months,"My mom is in her early 70's, and has dementia. She seems ""with it"" at times, exacerbated by how relatively young she is, so in the beginning (pre-diagnosis) my wife and I drove ourselves crazy trying to correct mom in all of her ""lies,"" it was quite literally maddening. We both took it personally, as if Mom was intentionally trying to go against us.

As she has progressed in the disease, it becomes more and more obvious that Mom's not playing with iur emotions. The mom I grew up with isn't in there flr the most part. Once she was diagnosed, it all made so much more semse, and we began to have a muchn stronger empathy, and wholly stopped trying to fight her reality, knowing that she's not capable of acting on what she says, and that she truly sees a different reality than we do. I don't know about schizophrenia, but dementia patients literally do not comprehend that they are experiencing cognitive decline. There is no amount of reasoning that will change this, she can't be ""reprogrammed.""

We generally ignore or go along with whatever her narrative is. The most common example is the claim every single weekend that she is going to move back to her home state, buy a house, etc. Rather than telling her how dangerous that would be for her, I simply say ""ok Mom, just let me know when you've bought a plane ticket, so we'll know when you are leaving. This has been going on for almost 4 years now, and she hasn't so much as looked up airfare online.

I do understand that schizophrenia is a very different disease, so my experience may not be directly relatable, though I do think it's helpful to show how managing your own emotions and reactions is key to staying sane and somewhat detached. Don't expect your Mom to change or be able to think about your point of view.",,9/20/24 14:11,https://www.fishbowlapp.com/post/my-mother-was-diagnosed-with-schizophrenia-and-it-has-been-one-of-the-hardest-things-when-she-gets-psychotic-i-dont-know,1,1,18
Schizophrenia,Other,a RN Staff Nurse 1,9 months,"2 people for care can also be because a resident can become combative even if previously cooperative due to history, and it gives you a second person should the patient become combative during care. Residents have the right to refuse even when confused. However, staff have to document to show all the attempts that were made and even try again once the resident has calmed down.",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,19
Schizophrenia,Other,Authora Certified Nursing Assistant CNA,9 months,On our report sheets it says “if combative with care greatest at later time or 2 person with care”.. Now I can’t think of any other reason they would put 2 person with care if that didn’t imply to force her to do something she doesn’t want to do. Which I will not being doing.,4,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,20
Schizophrenia,Other,a RN 1,9 months,When I did nh home care our combative or high fall risk patients couldn't be in their room unattended during the day. They had to be in front of the nurses station or in the day room with the other residents. Fall alarm pads also aren't super expensive your facility at a minimum should place those in the chair of those high risk.. especially if considering yielding to their requests to be unattended in their room...that way at least someone may hear the alarm.,5,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,21
Schizophrenia,Author,Authora Certified Nursing Assistant CNA,9 months,We have chair alarms but they have to be doctored order otherwise there a restraint and this resident is not able to walk she is a total dependent who has had no previous falls. Her words were when asked what happened was “Jesus told me there was a slide to heaven but I missed it”. When she was found on the floor she wasn’t screaming for help she was just laying quietly on the floor. she is always saying Jesus is gonna take her and she’s going to die. But facility isn’t doing anything to properly care for her schizophrenia.,,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,2,2,22
Schizophrenia,Other,a Wellness Memory Care Nurse 1,9 months,It’s hard to get residents on antipsychotics these days because it’s high risk but there’s other alternatives to at least keep them calm.,"2
reactions",9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,3,2,23
Schizophrenia,Other,a Wellness Memory Care Nurse 1,9 months,It’s hard to get residents on antipsychotics these days because it’s high risk but there’s other alternatives to at least keep them calm.,2,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,24
Schizophrenia,Other,a Consultant 1,9 months,"Who is saying that she was neglected, Admin, the RN or the family?",2,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,25
Schizophrenia,Author,Authora Certified Nursing Assistant CNA,9 months,"Admin, the daughter of the resident says I take really good care of her and she’s glad she was transferred to this facility because of the quality of care she gets.","2
reactions",9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,2,2,26
Schizophrenia,Other,a Medical Assistant 1,8 months,"Admin is only saying that to one cover themselves and two to avoid a lawsuit. You are dispensable to them. Get a copy of the shift for that day, and revert to your notes on your scheduled patients. Documentation is everything!!!",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,3,2,27
Schizophrenia,Other,a Medical Assistant 1,8 months,"Admin is only saying that to one cover themselves and two to avoid a lawsuit. You are dispensable to them. Get a copy of the shift for that day, and revert to your notes on your scheduled patients. Documentation is everything!!!",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,28
Schizophrenia,Other,a RN Staff Nurse 1,9 months,Alot of facilities in my area have done away with the chair and bed alarms because of a loop hole that it doesn't prevent falls and could still be a restraint because the resident may not move to prevent setting it off so they aren't free to move...sounds like lawyer jargon to me. Also putting residents at the desk that don't want to be there is another issue as well. Maybe she should have been laid back down if she didn't want to be bothered and those wheel chairs aren't very comfortable. Also was the documentation in place to show she was being rounded on. If not documented they can claim it didn't happen.,3,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,29
Schizophrenia,Author,Authora Certified Nursing Assistant CNA,9 months,"We don’t have any documentation for rounding We don’t have CNA notes we just have How much did they eat, were they limited/extensive/total dependent for Bed, eating, transfers, toilet. We don’t have an option to give a statement on residents mood in there charting anything like that.",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,2,2,30
Schizophrenia,Author,Authora Certified Nursing Assistant CNA,9 months,"We don’t have any documentation for rounding We don’t have CNA notes we just have How much did they eat, were they limited/extensive/total dependent for Bed, eating, transfers, toilet. We don’t have an option to give a statement on residents mood in there charting anything like that.",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,31
Schizophrenia,Author,a RN Staff Nurse 1,9 months,"Also observation should have been increased from q2H to aleast 15 to 30 min intervols til resident calmed down as well. I've worked SNF for 12 years I know it's not easy for this kind of monitoring, but it's like an acute change you don't leave a patient for long with an elevated bp with out checking back in. Same here frequent checks until calmed down.",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,32
Schizophrenia,Author,a RN Staff Nurse 1,9 months,"Of course, all of my suggestions should be on the nurse to decide not the CNA.",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,33
Schizophrenia,Author,a Consultant 1,9 months,"Admin will never accept responsibility by saying anything about working their staff to the max. It’s not an acute change if the Pt has a hx of being combative. She has dementia. Things happen especially when working with that many pts. If you fell short in anyway, you know it. Otherwise, you can’t be spread that thin and hit the mark on everything all the time. Also, your RN is responsible to call the shots on increased acuity (if that was actually occurring) and make the decision of what to do. That’s not your responsibility. Additionally, things happen sometimes and it’s no one’s fault.",2,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,34
Schizophrenia,Author,a Wellness Memory Care Nurse 1,9 months,I would have put her in her bed and not left her alone in her chair.,1,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,35
Schizophrenia,Author,Authora Certified Nursing Assistant CNA,9 months,What if she’s verbally telling you she does not want to go to bed and is yelling and screaming at you? You can’t force her to do something she doesn’t want to do. All you can do is redirect and maybe if nurse has PRNS to give but if she won’t take them and is not redirecting. What else can you do?,,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,2,2,36
Schizophrenia,Author,Authora Certified Nursing Assistant CNA,9 months,What if she’s verbally telling you she does not want to go to bed and is yelling and screaming at you? You can’t force her to do something she doesn’t want to do. All you can do is redirect and maybe if nurse has PRNS to give but if she won’t take them and is not redirecting. What else can you do?,,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,37
Schizophrenia,Author,a RN Staff Nurse 1,9 months,"As the CNA especially alot of the time there is nothing else that can be done it would fall more to the nurse to intervene on the patients behalf and even with a hx of behaviors once it escalates again it is still a change that must be addressed even if it's just an increase in monitoring, that's like saying someone with a hx of chf that has increased edema isn't a change. I also agree it's a problem with facilities saying we can care for too many patients. A nurse should never have up to 40 and a cna should never have 20 it's just not gonna to allow time for proper care for any of the patients.",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,38
Schizophrenia,Author,a Quality Improvement Coordinator/registered Medical Assistant 1,9 months,Neglect on the residence due to lack of staff,,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,39
Schizophrenia,Author,a Nurse Anesthetist 1,7 months,I mean I kind of understand where they are coming from. I do understand you monitored her every two hours but for someone that is a fall risk it seems like you shoudl be checking on them atleast every fifteen minutes. Especially if it is someone who is basically a psych patient.,,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,40
Schizophrenia,Author,a Wellness Memory Care Nurse 1,7 months,"Every two hours is definitely to long , especially someone with dementia and who was agitated",,9/20/24 13:47,https://www.fishbowlapp.com/post/i-had-a-resident-face-plant-out-of-her-wheel-chair-on-my-shift-we-have-2-cnas-to-22-residents-and-one-nurse-this-resident-has,1,2,41
Schizophrenia,Other,Boston Consulting Group 2,9 months,"It’s fine. Business a bit slower and bonuses slightly lower than expected, but overall good spirits",3,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,42
Schizophrenia,Other,a Manager 1,9 months,"Real answer: a lot of folks pushed out. When they were doing the sackings it drove stress levels through the roof. But people move on, those that stay forget the bad.

The real test is in 3-6 months time. If demand remains weak and exit opportunities poor, they’ll need another round of the BCG squid game. Folks who were safe last time (eg well established in a pyramid and therefore protected) might not do so well next time…",4,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,43
Schizophrenia,Other,Boston Consulting Group 3,9 months,Real answer 😒 I don’t actually know a single person that was “pushed out” - and most certainly not linked to the reasons mentioned in the original post.,"1
reactions",9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,2,3,44
Schizophrenia,Other,Boston Consulting Group 5,9 months,"Thats (a) because folks are embarrassed, go quietly (no goodbye email or drinks); (b) for most people, even at junior levels, transition is 5 months (1 month full pay, 4 months half).

For example, if you were placed in “yellow status” (bcg term for “concerns”) around April, transitioned (CTL) around July, you’ll leave end of this month.","1
reactions",9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,3,3,45
Schizophrenia,Other,Boston Consulting Group 3,9 months,How is this linked to the two events in the original post?,,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,4,3,46
Schizophrenia,Other,a Manager 1,9 months,F,,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,5,3,47
Schizophrenia,Other,a Manager 1,9 months,F,,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,48
Schizophrenia,Other,Boston Consulting Group 1,9 months,Hmmmm - is the story pipeline that slow at FT?,7,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,49
Schizophrenia,Other,a Manager 1,9 months,F,,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,50
Schizophrenia,Other,Boston Consulting Group 3,9 months,Eh. Pretty good in my pyramid.,3,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,51
Schizophrenia,Other,Boston Consulting Group 4,9 months,Back to work associate,4,9/20/24 13:47,https://www.fishbowlapp.com/post/how-are-things-at-the-bcg-london-office-lately-that-office-has-been-through-so-much-the-ft-story-about-nepotism-and-then-the,1,3,52
Schizophrenia,Other,a Manager 1,10 months,"Hate to tell you this but schizophrenia also runs in families, and I don’t think can be tested for genetically.

But having kids is a gamble to some extent anyways; there are plenty of people with no autism in their immediate family that have autistic children, it’s a natural part of reproduction.",8,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1,4,53
Schizophrenia,Author,Authoran Accessibility Designer,10 months,I did some research and it says you need to visit a genetic specialist. Never heard of this person. Trying to see if there are test which we can do to control this :( i am unemployed currently and random thoughts are racing my mind,,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,2,4,54
Schizophrenia,Author,Authoran Accessibility Designer,10 months,I did some research and it says you need to visit a genetic specialist. Never heard of this person. Trying to see if there are test which we can do to control this :( i am unemployed currently and random thoughts are racing my mind,,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1,4,55
Schizophrenia,Author,Authoran Accessibility Designer,10 months,"I had genetic testing done through my fertility clinic. I’m not sure exactly what was tested for (it was like 200 things) but that could be worth exploring. If you aren’t seeing a fertility specialist, then maybe your OB/GYN might have some leads about genetic specialists to see prior to trying to conceive.

Unfortunately, you cannot really ‘control’ genetics. Unless maybe there are tests you could do on an embryo before implantation with IVF but I’m not sure exactly what conditions they test for with those. Other than that it is just testing both partners to get a statistical probability.

Also know that autism is a spectrum. What is shown in film/media as autism is not the only way autism presents and it is not always so severe.",2,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1,4,56
Schizophrenia,Author,Authoran Accessibility Designer,10 months,"Yes my Nephew has Autism he is completely normal but never spoken a word and he is 6 years old . My husband sometimes gets emotional and it hurts to see him. It would really hurt us if we have one more child on the spectrum. I just want to try my best if we can avoid it. If not, that is god’s decision 🙂","1
reactions",9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,2,4,57
Schizophrenia,Other,Bank of America 1,10 months,"What I am saying is that there are plenty of fully functioning adults on the autistic spectrum. Maybe come off a little socially awkward — but nothing so far as being non-verbal or other extremes.

Anyway, it seems like a genetic specialist would be your best bet. See if your local hospital has a way to search for departments or specialist on their website as a way to get started.","2
reactions",9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,3,4,58
Schizophrenia,Author,Authoran Accessibility Designer,10 months,"Thank you for your response 🙏
I will look for a specialist soon",,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,4,4,59
Schizophrenia,Author,Authoran Accessibility Designer,10 months,"Thank you for your response 🙏
I will look for a specialist soon",,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1,4,60
Schizophrenia,Author,a Director 1,10 months,"From your post, you seem to be in a same sex relationship. How are you going to choose who’s the donor sperm?",1,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1,4,61
Schizophrenia,Author,Authoran Accessibility Designer,10 months,"No,",,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,2,4,62
Schizophrenia,Other,EY 1,10 months,"D1, I think OP meant “I AM 30YO”","1
reactions",9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,3,4,63
Schizophrenia,Other,a Director 1,10 months,"Yes, so op is 30 yr old m talking about his husband?","1
reactions",9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,4,4,64
Schizophrenia,Other,a Director 1,10 months,"Yes, so op is 30 yr old m talking about his husband?",1,9/20/24 13:48,https://www.fishbowlapp.com/post/hello-i-wanted-to-ask-a-very-personal-question-which-i-need-to-communicate-with-my-husband-his-brothers-son-has-autism-and,1,4,65
Schizophrenia,Other,a Fellow 1,7 months,Would be really amazing,,9/20/24 13:49,https://www.fishbowlapp.com/post/according-to-a-news-article-i-read-today-a-groundbreaking-test-has-been-developed-for-schizophrenia-treatment-it-is-now,1,5,66
Schizophrenia,Other,Assistant 1,7 months,I'm super curious what they're using to detect the hallucinations. It'd be great to finally have a treatment without all the harsh medications.,1,9/20/24 13:49,https://www.fishbowlapp.com/post/according-to-a-news-article-i-read-today-a-groundbreaking-test-has-been-developed-for-schizophrenia-treatment-it-is-now,1,5,67
Schizophrenia,Other,a Coordinator 1,7 months,That would really be a groundbreaking development! Could you share the link to the news article?,,9/20/24 13:49,https://www.fishbowlapp.com/post/according-to-a-news-article-i-read-today-a-groundbreaking-test-has-been-developed-for-schizophrenia-treatment-it-is-now,1,5,68
Schizophrenia,Author,Authora Researcher PHD Candidate,7 months,https://medicine.iu.edu/news/2024/02/psychosis-blood-test,,9/20/24 13:49,https://www.fishbowlapp.com/post/according-to-a-news-article-i-read-today-a-groundbreaking-test-has-been-developed-for-schizophrenia-treatment-it-is-now,2,5,69
Schizophrenia,Author,Authora Researcher PHD Candidate,7 months,https://nypost.com/2024/02/08/lifestyle/new-blood-test-predicts-schizophrenia-risk-best-treatments/,,9/20/24 13:49,https://www.fishbowlapp.com/post/according-to-a-news-article-i-read-today-a-groundbreaking-test-has-been-developed-for-schizophrenia-treatment-it-is-now,3,5,70
