Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
OCD,Other,PwC 1,7 months,It is weird,,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,20
OCD,Other,a Manager 2,7 months,"It sounds like what you’re really asking is if it’s weird to joke about having a mental illness that you don’t actually have. Am I reading that correctly?

I do actually have OCD and don’t joke about it at work because yes, it’s weird to joke about and from my perspective generally quite hurtful when people who don’t have OCD joke about it because what they’re really saying is like haha I’m so quirky I double checked my email before sending it to make sure there were no typos! No babe, you were a normal professional exercising some due diligence in self reviewing your communications. OCD isn’t cute or quirky. OCD is things like having to pull over on a road trip because the repetitive intrusive thoughts about swerving off the road are too much or having to adjust the pens on my desk just right before a call so that my anxiety will quiet down enough for me to listen to what my boss is saying.",20,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,21
OCD,Other,KPMG 1,7 months,"Yes, this.",,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,2,1,22
OCD,Author,Author works at Deloitte,7 months,Oh I see. Yeah I didn’t intent to offend anybody. I’ll stop thougj,"3
reactions",9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,3,1,23
OCD,Other,a Manager 2,7 months,Yeah I’d definitely recommend not doing it.,"1
reactions",9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,4,1,24
OCD,Other,a Manager 2,7 months,Yeah I’d definitely recommend not doing it.,1,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,25
OCD,Other,Guidehouse 1,7 months,I have OCD and I half joke about it. There are many forms of OCD and many levels of severity. Mine is not too bad but it’s there.,,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,26
OCD,Other,a Manager 3,7 months,"That's unprofessional nowadays. You're lucky that your colleagues think you have OCD because an alternative is being reported to HR for repeatedly making demeaning jokes about people with disabilities, which is a code of conduct violation that could possibly get you in trouble.",6,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,27
OCD,Other,McKinsey & Company 1,7 months,Feels a bit extreme TBH - not sure that this needs to be an HR thing…,,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,2,1,28
OCD,Other,KPMG 2,7 months,"I’d argue that M3 is onto something here given how times have evolved (which I do think is a good thing).

Make no mistake - I’m not an overly sensitive one. Heck, I remember a high school teacher calling me “retarded” during my more youthful years and everyone (including me) let it slide because, well hey…

What can I say? I was an undiagnosed ADD case at the time. Imagine a teacher saying that to a student nowadays though - whew!",,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,3,1,29
OCD,Other,McKinsey & Company 1,7 months,I don’t think we need to turn the dial that far back but reporting someone to HR for using the term OCD out of context makes an already bleak corporate culture that much more joyless,,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,4,1,30
OCD,Other,Protiviti 1,7 months,It comes off ignorant imo. Stop with making light of mental illness. OCD is debilitating for some.,"3
reactions",9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,5,1,31
OCD,Other,Protiviti 1,7 months,It comes off ignorant imo. Stop with making light of mental illness. OCD is debilitating for some.,3,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,32
OCD,Other,PwC 2,7 months,"Nope, I joke about having OCD when I eg make remarks in reports to make the layout consistent. I dont have OCD, I just want to make the delivery look professional and make ppl care about the layout without me coming off as a bitch 😅",,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,33
OCD,Other,Protiviti 1,7 months,"If you don’t have it, it may come off as ignorant imo.",1,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,34
OCD,Other,a Senior Manager 1,7 months,If you get called out just say you have it. People self diagnose everything these days.,2,9/20/24 12:02,https://www.fishbowlapp.com/post/is-it-weird-to-joke-about-being-ocd-at-work-i-did-this-and-people-began-to-think-i-was-actually-ocd,1,1,35
OCD,Other,EY 2,3 months,"I understand your complaint but honestly it is tough and super boring to be politically correct all of the time. Live, laugh and love a little. There are so many words, phrases, things to be offered by, try not to take things so seriously. Smile and others will smile back at you. Laughter is good for me soul. Life can be wonderful find the good things in your life and focus on those.",5,9/20/24 12:02,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,36
OCD,Other,a Principal 1,3 months,"I don’t disagree, yet we will never be perfect because some guidance will fall on deaf ears…and I know that sounds dumb.


Both “deaf” and “dumb” are terms referring to physical disabilities.",2,9/20/24 12:02,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,37
OCD,Other,EY 1,3 months,"I feel you nothing like hearing my coworkers (old company) joke about sūīcīde the day after I had to surrender my guns to a friend and was put on a ton of psych drugs, which I never wanted to be on.",5,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,38
OCD,Other,PwC 1,3 months,"I mean, on the other side of it, I’ve attempted twice in my life and make jokes about it all the time. Different strokes for different folks I guess 🤷🏼‍♀️","6
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,2,2,39
OCD,Other,PwC 1,3 months,"I actually purposefully OD’d on my sleeping pills in college and have scars on my thighs from the time my mom found me in my bathtub if you really wanna go there. But sure, see the blonde emoji I use and discount my experience because I’ve done a healthy dose of therapy and am in a much better place now and can make jokes about the lowest points in my life. To each their own 🤷🏼‍♀️","4
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,3,2,40
OCD,Other,Deloitte 1,3 months,This… is a very healthy interaction?,"2
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,4,2,41
OCD,Other,EY 1,3 months,"D1, PwC1 assured me that she finds joking about sūīcide hilarious, I can't imagine why she would have any issue with anything I wrote.",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,5,2,42
OCD,Other,EY 1,3 months,"D1, PwC1 assured me that she finds joking about sūīcide hilarious, I can't imagine why she would have any issue with anything I wrote.",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,43
OCD,Other,a Senior Manager 1,3 months,Find less things to be offended about,11,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,44
OCD,Other,a Lead Strategist 1,3 months,Let's find some empathy for your fellow humans SM1.,"4
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,2,2,45
OCD,Other,EY 3,3 months,"If people actually had empathy they wouldn’t be taking offense to people who approach these topics differently from them.

This is moral posturing.","1
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,3,2,46
OCD,Other,EY 3,3 months,"If people actually had empathy they wouldn’t be taking offense to people who approach these topics differently from them.

This is moral posturing.",1,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,47
OCD,Other,EY 3,3 months,Sounds like you are normally super sensitive.,,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,48
OCD,Other,Authora Manager,3 months,Who uses “bipolar” as a cutesy description?,1,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,49
OCD,Author,Authora Manager,3 months,https://joinfishbowl.com/post_n1c31uygt2,,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,2,2,50
OCD,Other,McKinsey & Company 1,3 months,I mean that wasn’t cutesy sounds like the person was legitimately bipolar,"1
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,3,2,51
OCD,Other,McKinsey & Company 1,3 months,I mean that wasn’t cutesy sounds like the person was legitimately bipolar,1,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,52
OCD,Other,a Senior Manager 1,3 months,"Well, I was a teen in the 80s and everyone was a f*ggot or r*tard. They were terms of endearment LOL. Have you seen the Breakfast Club? Damn I miss those days.",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,53
OCD,Other,a Senior Manager 1,3 months,"Well when your great gran gran was a teen I wouldn’t have been allowed in the bar, so",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,2,2,54
OCD,Other,a Manager 1,3 months,"How far back are you willing to go on “miss those days”?

This viewpoint is problematic.",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,3,2,55
OCD,Other,McKinsey & Company 1,3 months,How far back is still okay to miss?,,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,4,2,56
OCD,Other,EY 3,3 months,"I miss the days when someone could run into a brick wall head-first and just be having a laugh, instead of getting compared to people like M1",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,5,2,57
OCD,Other,EY 3,3 months,"I miss the days when someone could run into a brick wall head-first and just be having a laugh, instead of getting compared to people like M1",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,58
OCD,Other,Alvarez & Marsal 1,3 months,"OP, are you speaking up when you hear these things? My guess is whoever is using terms like OCD, bipolar, etc is not trying to be offensive… the words have slipped into the common vernacular and will stay there until people start calling them out.",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,59
OCD,Other,KPMG 1,3 months,"Ok, you need to chill on OCD. I get some other examples but you getting bent on OCD doesn’t suggest you are not super sensitive.

What are your thoughts on pulling the teeth or colonoscopy references?",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,60
OCD,Other,Deloitte 2,3 months,Don't worry. 30 years from now nearly half the things you say today will offend the next generation.,,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,61
OCD,Other,Authora Manager,3 months,"An idea: if you don't like someone's speech, go somewhere where you can't hear them. Don't try to be someone's speech police. I find that offensive and problematic.",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,62
OCD,Author,Authora Manager,3 months,I would love to but have to be in my clients' offices. Would you feel the same way if they were saying the n-word? I'm not saying the speech should be illegal just not socially acceptable,,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,2,2,63
OCD,Author,Authora Manager,3 months,I would love to but have to be in my clients' offices. Would you feel the same way if they were saying the n-word? I'm not saying the speech should be illegal just not socially acceptable,,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,64
OCD,Author,KPMG 2,3 months,"Here’s another take on it - sometimes, when people “joke” about those conditions, they are consciously or not testing the waters if those behaviors are “normal.” I have heard people talk about a colleague being bipolar and while it might have seemed like a joke, it’s a way to toss it out there that their behavior seems odd and does anyone else see it that way?",,9/20/24 12:03,https://www.fishbowlapp.com/post/normally-im-not-super-sensitive-but-it-bothers-me-how-people-misuse-medical-conditions-as-slurs-or-jokes-ocd-is-not-a-cutesy,1,2,65
OCD,Other,Citi 1,a month,"You work full time and do all of the housework and the cooking and he says you bring no value and are a slob? Wow, that is something else. You know this is not the life you want. But I predict that when you actually decide to leave he is going to use manipulation to try and change your mind. Create a plan and stick to it and stay safe. You deserve better.",10,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,66
OCD,Other,an Attorney 1,a month,"Without even delving into the issues that you are talking about, the way you are speaking about this man is not the way one speaks about someone they like, let alone love.

I think your relationship is probably run it's course.",4,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,67
OCD,Other,Authora Manager,a month,"I feel like I can’t speak up about anything - whether it’s him hurting my feelings or an opinion that contradicts him, it ends up in a fight and we talk in circles. I think he saw unhealthy dynamics growing up with his mom and step dad, and doesn’t actually have any respect for women .",1,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,68
OCD,Other,an Occupational Therapist 1,20d,Time to go. 👋 Don't waste any more time.,,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,2,3,69
OCD,Other,an Occupational Therapist 1,20d,Time to go. 👋 Don't waste any more time.,,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,70
OCD,Other,a Consultant 1,a month,"Hey OP, it seems like there is a lot of resentment between you and your partner and it’s probably time to call it. Rip the bandaid off, don’t drag it out. Best of luck!",12,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,71
OCD,Other,a HR Coordinator 1,a month,You doing all the housework while you both work to me is the biggest sign he doesn't care or value you. You should leave,7,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,72
OCD,Other,Citi 1,a month,"Interesting article about divorce

https://www.huffpost.com/entry/divorce-coach-marriage-narcissism-abuse_n_64a84ad2e4b0b64176370d39?d_id=7975121&ref=bffbhuffpost&ncid_tag=fcbklnkushpmg00000063&utm_medium=Social&utm_source=Facebook&utm_campaign=us_main&fbclid=IwZXh0bgNhZW0CMTEAAR0ZWKde0FF8cPmU3-0q_DrpVXdgMg3abNCJwca2VWQLfxPYsD_YQ82mnIk_aem_iWxCaxpz-EU7OZyxS_zTtQ",1,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,73
OCD,Other,Glassdoor 1,a month,"I was in this kind of marriage. 2 years of marriage and 4 years trying to divorce him. Literal hell on earth. I experience similar behavior as yours in my marriage. If you aren't married yet, please don't marry this person. If you are married, please do your due diligence and GTFO. Kids DO NOT make the situation easier / better.","2
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,2,3,74
OCD,Other,Glassdoor 1,a month,"I was in this kind of marriage. 2 years of marriage and 4 years trying to divorce him. Literal hell on earth. I experience similar behavior as yours in my marriage. If you aren't married yet, please don't marry this person. If you are married, please do your due diligence and GTFO. Kids DO NOT make the situation easier / better.",2,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,75
OCD,Other,Accenture 1,a month,Get out while you can,1,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,76
OCD,Other,a Manager 1,a month,"Don't think of it as wasting your youth. Think you're moving towards a better partner. This person needs to heal that trauma from earlier in their life and unless they are aware of it, they won't. Please have your own back and get out of this relationship which is surely skewed. How did your partner even get you? He is just lucky and that is about to change.",1,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,77
OCD,Author,Authora Manager,a month,"He was great in the beginning - very sweet, humble, quiet and still is a gentleman in that he opens my doors, plans dates, and is polite to everyone.

The conflict come up when he feels hes being slighted, questioned or his ego is triggered and then his demeanor can change and he gets defensive and makes jabs. It’s as simple as asking him to pick up his socks “babe, can you put your socks away?”, or “when you spill something on the counter, can you wipe it up?”, or “hey I feel really hurt that you just rubbernecked that woman right in front of me”. And then he turns into a completely different demeanor","1
reactions",9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,2,3,78
OCD,Author,Authora Manager,a month,"He was great in the beginning - very sweet, humble, quiet and still is a gentleman in that he opens my doors, plans dates, and is polite to everyone.

The conflict come up when he feels hes being slighted, questioned or his ego is triggered and then his demeanor can change and he gets defensive and makes jabs. It’s as simple as asking him to pick up his socks “babe, can you put your socks away?”, or “when you spill something on the counter, can you wipe it up?”, or “hey I feel really hurt that you just rubbernecked that woman right in front of me”. And then he turns into a completely different demeanor",1,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,79
OCD,Author,a Director 1,a month,"My husband is like this despite many conversations about what I needed in a partnership prior to marriage. Having a kid exacerbated everything and I became suicidal and dead inside. We are doing IFS therapy now and he’s trying really hard. We’re working on our communication and he’s working on being an equal partner. I’m trying to get over my resentment and get back into this marriage emotionally. If it’s worth the work, try it. If not, end it.",1,9/20/24 12:03,https://www.fishbowlapp.com/post/is-it-time-to-end-things-when-you-think-of-how-your-life-would-be-easier-if-you-were-single-i-feel-like-im-wasting-my-life-with,1,3,80
